DOI,Title,Link,Year
10.1109/AEMCSE65292.2025.11042651,Deep Learning-Enhanced Intrusion and Malware Detection: A Network Security Defense Framework,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010564881&doi=10.1109%2FAEMCSE65292.2025.11042651&partnerID=40&md5=27543eeda86a7c9ab7a31e0cf002d31a,2025
10.1109/AIMLA63829.2025.11040375,Enhanced Malware Detection System Based on AI Integrated Deep Feature Engineering using LSTM gated hyper capsule CNN,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010560224&doi=10.1109%2FAIMLA63829.2025.11040375&partnerID=40&md5=a023c4277b15989dfb648bf120c361d5,2025
10.1109/ICITIIT64777.2025.11041512,An Efficient Malware Detection and Classification System Using Deep AutoEncoding Technique,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010536679&doi=10.1109%2FICITIIT64777.2025.11041512&partnerID=40&md5=122cf6d5ee95d3d4baa39db5a2b90a89,2025
10.5220/0013210400003979,A Method for Packed (and Unpacked) Malware Detection by Means of Convolutional Neural Networks,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010477123&doi=10.5220%2F0013210400003979&partnerID=40&md5=4e3b1174aa853aa0904f9a085c3c484a,2025
10.1109/ICITIIT64777.2025.11040446,Evaluation of Machine Learning Techniques in the Classification of Malware Attacks,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010442459&doi=10.1109%2FICITIIT64777.2025.11040446&partnerID=40&md5=56335601847e4eb63462712fd00dbf91,2025
10.5220/0013326400003979,Towards Quantum Machine Learning in Ransomware Detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010414677&doi=10.5220%2F0013326400003979&partnerID=40&md5=8bc8a4782248be8997ae04a7c0954230,2025
10.1109/ICTEST64710.2025.11042467,Securing Tomorrow: AI-Driven Threat Detection and Response in Banking Applications,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010399007&doi=10.1109%2FICTEST64710.2025.11042467&partnerID=40&md5=eadd07180adb8248e28e08576e9fe72e,2025
10.1109/RMKMATE64874.2025.11042424,Deep Belief Networks (DBN) for cloud-based malware detection and Analysis,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010376725&doi=10.1109%2FRMKMATE64874.2025.11042424&partnerID=40&md5=c08f7b16424e22eb697060ceb4588b98,2025
10.1109/ICSE55347.2025.00146,Leveraging Large Language Models to Detect NPM Malicious Packages,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010308271&doi=10.1109%2FICSE55347.2025.00146&partnerID=40&md5=53a51bc658612f6b2d69ad672d4c1141,2025
10.1109/ACCESS.2025.3587104,On the Effectiveness of Automatic Code Generation for Synthetic Dataset Creation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010307835&doi=10.1109%2FACCESS.2025.3587104&partnerID=40&md5=4e282b844474d587fb7c855647ff1023,2025
10.1109/ICSE55347.2025.00158,MAGIKA: AI-Powered Content-Type Detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010300881&doi=10.1109%2FICSE55347.2025.00158&partnerID=40&md5=a14c4ca4c3ba1036eece961c9d276a90,2025
10.1109/ICPCSN65854.2025.11034903,A Deep Learning-Driven Image Transformation Approach for Android Malware Detection using CNN and Transfer Learning Techniques,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010232628&doi=10.1109%2FICPCSN65854.2025.11034903&partnerID=40&md5=09988bd2c2163b32ae3d3713d4d24627,2025
10.1109/ISPCC66872.2025.11039576,Machine Learning-Driven Android Malware Detection: A Robust Approach,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010229135&doi=10.1109%2FISPCC66872.2025.11039576&partnerID=40&md5=72d0907a262547b4f59c560f30fca347,2025
10.1007/978-981-96-1687-9_7,Advancements in Cyber Security Using Deep Learning Techniques Attack Detection for Trojan Horses,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010226696&doi=10.1007%2F978-981-96-1687-9_7&partnerID=40&md5=438914e502789451a0f8e666127297e5,2025
10.1109/ISPCC66872.2025.11039435,Enhancing FPGA Security: An AI-Driven Approach to Root of Trust Architecture,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010222142&doi=10.1109%2FISPCC66872.2025.11039435&partnerID=40&md5=6e1579cd35a2964653aed290ee10ddf7,2025
10.1109/ISPCC66872.2025.11039345,VisionMalNet: A CNN-Based Image Transformation Approach for Android Malware Detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010221972&doi=10.1109%2FISPCC66872.2025.11039345&partnerID=40&md5=d96106222da681193845939729eafbfa,2025
10.1109/CISDBCompanion65092.2025.11010722,Imbalanced malware classification: an approach based on dynamic classifier selection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010221467&doi=10.1109%2FCISDBCompanion65092.2025.11010722&partnerID=40&md5=4f9893ffebc9bfdee85606a4a13ef2aa,2025
10.1109/ICPCSN65854.2025.11035671,Optimizing Agricultural Drone Performance: An Environmental-Aware Approach to Battery Status Prediction,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010219902&doi=10.1109%2FICPCSN65854.2025.11035671&partnerID=40&md5=b1c34480155391da1a6fa14a7bdad79a,2025
10.1109/ICPCSN65854.2025.11035723,"Web Phishing Detection using List based, Learning based and Heuristic based Detection Technique",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010218635&doi=10.1109%2FICPCSN65854.2025.11035723&partnerID=40&md5=42f6d45d5d511761137c37e153f02a78,2025
10.1109/ICKECS65700.2025.11034799,Federated Learning Based Malware Detection System,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010201058&doi=10.1109%2FICKECS65700.2025.11034799&partnerID=40&md5=ad4f93cc88e79f7450650cd94c3138af,2025
10.1109/ICKECS65700.2025.11035880,Role of Artificial Intelligence in Digital Transformation for Enhancing Cybersecurity,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010200175&doi=10.1109%2FICKECS65700.2025.11035880&partnerID=40&md5=ea8412a59ba8cb5fe7c2e19e0f0b5298,2025
10.1109/CISDBCompanion65092.2025.11010270,Evolutionary Deep-Learning Malware Classifiers,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010196893&doi=10.1109%2FCISDBCompanion65092.2025.11010270&partnerID=40&md5=e4d285d2ea3b69655b21b744fb4b5bf9,2025
10.1109/ICKECS65700.2025.11035804,Machine Learning and Graph Theory-Based Approach for Detecting and Diagnosing Hardware Trojans in Gate-Level Netlists,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010183530&doi=10.1109%2FICKECS65700.2025.11035804&partnerID=40&md5=8e534aab4e0e9d1456197e275680a26e,2025
10.1109/AINIT65432.2025.11035526,GAN-Based Adversarial Attack Against Malware Detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010181222&doi=10.1109%2FAINIT65432.2025.11035526&partnerID=40&md5=1a3755feedb171f4acc7bdf20b69e03d,2025
10.1007/978-3-031-95652-2_17,Evaluating Model Inversion Attack Success Across Neural Architectures in Federated Learning for Malware Classification,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010118336&doi=10.1007%2F978-3-031-95652-2_17&partnerID=40&md5=8dbd65b20e28e5e3dff63f5e5b7845da,2025
10.1109/ACCESS.2025.3585241,Enhanced Android Malware Detect Models Based on Explainable Generative Adversarial Networks,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010112081&doi=10.1109%2FACCESS.2025.3585241&partnerID=40&md5=9049864bd4e8930d731a50ae93d17b66,2025
10.1007/978-981-96-6606-5_13,A Study on Time-Resilient Features for Detecting TLS Encrypted Malware Traffic,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010073858&doi=10.1007%2F978-981-96-6606-5_13&partnerID=40&md5=742a3509a1d3da5c47c6ee7e8e46bde5,2025
10.1007/978-981-96-1449-3_17,Detecting Malware in IoT Networks Using Advanced Learning Techniques,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010004315&doi=10.1007%2F978-981-96-1449-3_17&partnerID=40&md5=12888cf52addc97f784e9b175c1f8456,2025
10.1007/978-981-96-6591-4_25,Automated Mining of Multi-Dimensional Information from APT Malware for Effective Feature Analysis and Threat Actor Attribution,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009955433&doi=10.1007%2F978-981-96-6591-4_25&partnerID=40&md5=18030560d70f02ec80ab66c2bd480002,2025
10.1007/978-981-96-2299-3_24,Multi-head Attention-Aware Deep Ensemble Learning for IoT Malware Detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009900870&doi=10.1007%2F978-981-96-2299-3_24&partnerID=40&md5=bd335f49189dba023e376cbc2297fd72,2025
10.1109/ICASSP49660.2025.10888068,Accurate Hardware Trojan Detection for SGIN Device: A Prompt-Tuning and LangChain Approach,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009697722&doi=10.1109%2FICASSP49660.2025.10888068&partnerID=40&md5=5840c8845e3bbd77351eb60e5a3798b1,2025
10.1109/ICDCECE65353.2025.11035383,Malware Detection and Defense Mechanism based on Deep Learning Algorithm,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009590286&doi=10.1109%2FICDCECE65353.2025.11035383&partnerID=40&md5=9f30d4164e4c97273f304bfda4ffa40f,2025
10.1109/ICEENG64546.2025.11031292,Obfuscated File-less Malware Threats: Recent Analysis and Detection Approaches Based on Memory Forensics,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009455349&doi=10.1109%2FICEENG64546.2025.11031292&partnerID=40&md5=26554d6b2f28c26ef42fda1047a34e39,2025
10.1109/ComTech65062.2025.11034637,Anomalous Executable Files Detection Using Random Forest Classification with SIEM Integration,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009410303&doi=10.1109%2FComTech65062.2025.11034637&partnerID=40&md5=7e583e95a862736df5ad1c9c08adaa9a,2025
10.1007/978-981-96-2124-8_34,Malicious URL Classification Using Temporal Convolutional Neural Network,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009405873&doi=10.1007%2F978-981-96-2124-8_34&partnerID=40&md5=d0a912c8d7e3307662f4aa4b4a3b5749,2025
10.1007/978-981-96-2124-8_2,MalDualCNN: A Novel Malware Detection Technique Using Binary File Visualization and Dual Convolutional Neural Network,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009399939&doi=10.1007%2F978-981-96-2124-8_2&partnerID=40&md5=3234d944e7c1f82d3880ebff9a1f6908,2025
10.1109/SP61157.2025.00036,You Can't Judge a Binary by Its Header: Data-Code Separation for Non-Standard ARM Binaries Using Pseudo Labels,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009337976&doi=10.1109%2FSP61157.2025.00036&partnerID=40&md5=fbe1efee3a0439b6b3a85a976f569eac,2025
10.1007/978-981-96-3314-2_4,Improved Machine Learning Systems for Android Device Malware Detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009297558&doi=10.1007%2F978-981-96-3314-2_4&partnerID=40&md5=25cb64b13c81d78b9f23ec9da8425f93,2025
10.1007/978-3-031-94855-8_13,Enhancing JavaScript Malware Detection Through Weighted Behavioral DFAs,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009215175&doi=10.1007%2F978-3-031-94855-8_13&partnerID=40&md5=60715237e91aadefae47f34863d2f5a0,2025
10.1109/MSR66628.2025.00093,MARIN: A Research-Centric Interface for Querying Software Artifacts on Maven Repositories,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009108414&doi=10.1109%2FMSR66628.2025.00093&partnerID=40&md5=e5f2f13c38c1f80384cf7258a22c6708,2025
10.1109/ICPC66645.2025.00013,CalmDroid: Core-Set Based Active Learning for Multi-Label Android Malware Detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009045265&doi=10.1109%2FICPC66645.2025.00013&partnerID=40&md5=2f02eb61c7767447f0a224c9bc5d6338,2025
10.1109/MSEC.2025.3550686,Beyond Learning Algorithms: The Crucial Role of Data in Robust Malware Detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009037989&doi=10.1109%2FMSEC.2025.3550686&partnerID=40&md5=eee5a5a8d29765369a604fce01dce201,2025
10.1007/978-981-96-3244-2_8,Spotted Hyena Optimizer with Hybrid Deep Learning Enabled Cybersecurity in IoT Cloud Environment,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009016868&doi=10.1007%2F978-981-96-3244-2_8&partnerID=40&md5=027cc547701eb0e43bd35042dc7d6d60,2025
10.1016/j.procs.2025.03.294,Identifying Malicious URLs Using Deep Learning based VGG16 Architecture with Transfer Learning Method,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008867199&doi=10.1016%2Fj.procs.2025.03.294&partnerID=40&md5=b2fee32a72a38221c1ebe6703067ec0d,2025
10.1016/j.procs.2025.05.019,Image analysis and fine-tuned ResNet50 model for effective malware detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008866143&doi=10.1016%2Fj.procs.2025.05.019&partnerID=40&md5=fedb847d355ea89b6fb990fba604a90a,2025
10.1080/03772063.2025.2519541,Securing Android with Hybrid Transformer-Golden Jackal Chimp Optimization,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008864831&doi=10.1080%2F03772063.2025.2519541&partnerID=40&md5=d558b58fc8ea5061b26fb3a1397940a6,2025
10.1109/ACCESS.2025.3581424,Explainable and Uncertainty Aware AI-Based Ransomware Detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008815660&doi=10.1109%2FACCESS.2025.3581424&partnerID=40&md5=5f448a360dc94f60e8d237d74c27d55f,2025
10.1109/ACCESS.2025.3582164,Enhancing Malware Analysis Using Data Visualization Through Shared Code and Attribute Analysis,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008787305&doi=10.1109%2FACCESS.2025.3582164&partnerID=40&md5=e82cccdb85bc6fb18669b7bb0cbdafb3,2025
10.1007/978-3-031-90914-6_6,Malicious URL Detection by Using Ensemble Learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008753596&doi=10.1007%2F978-3-031-90914-6_6&partnerID=40&md5=7d13abe86370f542519ada8df7226275,2025
10.1007/978-3-031-93064-5_1,Enhancing Mobile Security Through Biometric Authentication and Variation Autoencoders for Zero-Day Attack Detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008677712&doi=10.1007%2F978-3-031-93064-5_1&partnerID=40&md5=4d91e9be280984ad23ecfaeaa22975d6,2025
10.1109/ACCESS.2025.3579880,OPTISTACK: A Hybrid Ensemble Learning and XAI-Based Approach for Malware Detection in Compressed Files,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008660540&doi=10.1109%2FACCESS.2025.3579880&partnerID=40&md5=a6159d2afb75131fc69b3f2e774fd142,2025
10.1142/S2196888825500095,ProDef-MDS: A Proactive Defense Mechanism Protecting Malware Detection Systems from Adversarial Attacks,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008658039&doi=10.1142%2FS2196888825500095&partnerID=40&md5=552e09e81d4294792080067dd2e11679,2025
10.1109/ACCESS.2025.3580395,"Ransomware Family Attribution With ML: A Comprehensive Evaluation of Datasets Quality, Models Comparison, and a Simulated Deployment",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008656483&doi=10.1109%2FACCESS.2025.3580395&partnerID=40&md5=8c5cc9fa9b031ee332173f34a6feaa9f,2025
10.1504/IJSN.2025.146762,A delay-fault feature based hardware Trojan detection method,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008508485&doi=10.1504%2FIJSN.2025.146762&partnerID=40&md5=02928da1538eea97940886162a7d8858,2025
10.1109/ISDFS65363.2025.11012053,Adversarial Retraining and White-Box Attacks for Robust Malware Detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008499513&doi=10.1109%2FISDFS65363.2025.11012053&partnerID=40&md5=5adb6914e649ef72959a382307751d6b,2025
10.1109/ISDFS65363.2025.11012103,Automated Static Analysis of Linux ELF Malware: Framework and Application,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008495953&doi=10.1109%2FISDFS65363.2025.11012103&partnerID=40&md5=5ffafbe371e792d3efcaff8070c274a2,2025
10.1109/VTS65138.2025.11022818,SALTY: Explainable Artificial Intelligence Guided Structural Analysis for Hardware Trojan Detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008495681&doi=10.1109%2FVTS65138.2025.11022818&partnerID=40&md5=5eccfabc5afe37465d54b0d8ebfb8f14,2025
10.1109/ISDFS65363.2025.11011942,Detection of Dynamic Code Loading in Android,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008494802&doi=10.1109%2FISDFS65363.2025.11011942&partnerID=40&md5=d3fcb3156a7c2abf4170fe85b8214db7,2025
10.1109/ISDFS65363.2025.11012049,Malware Detection in PDF and PE Files Using Machine Learning and Feature Selection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008493474&doi=10.1109%2FISDFS65363.2025.11012049&partnerID=40&md5=1ba2bea5e9f0f2a91dc2c76f2fcd5f7b,2025
10.1109/ISDFS65363.2025.11011988,Deep Learning Models for Malware Family Detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008493286&doi=10.1109%2FISDFS65363.2025.11011988&partnerID=40&md5=1fa1f841bf601b72b040a9645bb357e5,2025
10.1109/ISDFS65363.2025.11012017,Leveraging Feature Selection and Deep Learning for Accurate Malware and Ransomware Detection in PE Files,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008489743&doi=10.1109%2FISDFS65363.2025.11012017&partnerID=40&md5=54d3569396fb64b4d546752e6a28d8ae,2025
10.33313/389/273,"The World's First Cloud-Native, No-Code Digitalization and Smart Manufacturing Solution for the Steel Industry",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008450185&doi=10.33313%2F389%2F273&partnerID=40&md5=d417846902b3cef4dd188cd4ab75ce6a,2025
10.1109/ICHORA65333.2025.11017308,CNN and LSTM-Based In-Memory Malware Detection: Performance Improvement with Transfer Learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008422970&doi=10.1109%2FICHORA65333.2025.11017308&partnerID=40&md5=df1baa0961b2308299c2d2694d44c175,2025
10.1109/ICAECA63854.2025.11012253,Leveraging Fine-Tuned LightGBM for Advanced AI-Driven Android Malware Detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008353636&doi=10.1109%2FICAECA63854.2025.11012253&partnerID=40&md5=ec445e5f186b614a9df6cb4aaf16dc76,2025
10.1109/ICAECA63854.2025.11012512,AI Driven Exploit Mitigation for Zero Day Vulnerability Using SVM and Autoencoder,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008289475&doi=10.1109%2FICAECA63854.2025.11012512&partnerID=40&md5=785c45207bdafa8e3d3bc2b3719d06cb,2025
10.1109/ICAECA63854.2025.11012305,A Hybrid Machine Learning Approach for Securing Emails:Phishing Detection and Prevention,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008281606&doi=10.1109%2FICAECA63854.2025.11012305&partnerID=40&md5=45c65c64d354001a94b52c2f42acf8b1,2025
10.1109/EDUCON62633.2025.11016426,Integrating Generative AI in Cybersecurity Curricula,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008198816&doi=10.1109%2FEDUCON62633.2025.11016426&partnerID=40&md5=b59bdca0ba4fb5cab7ff39a0894d1da1,2025
10.1109/ACCESS.2025.3577706,SecFedMDM-1: A Federated Learning-Based Malware Detection Model for Interconnected Cloud Infrastructures,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008098858&doi=10.1109%2FACCESS.2025.3577706&partnerID=40&md5=d9221edd81d61dc59f2d5c672ffe94cb,2025
10.1109/ICDSAAI65575.2025.11011884,Emerging Threats to Personal Data: AI-Powered Cyberattacks,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008003546&doi=10.1109%2FICDSAAI65575.2025.11011884&partnerID=40&md5=0b288b7587bfad02ae4b819457896bc4,2025
10.1109/ICDSAAI65575.2025.11011568,Machine Learning Techniques for Intrusion Detection System Malware Android Devices,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007994092&doi=10.1109%2FICDSAAI65575.2025.11011568&partnerID=40&md5=afdafb92441279bc67cec20e41ec92df,2025
10.1109/ICTMIM65579.2025.10988150,"Exploring the Dark Web and Dark Nets: Contemporary Trends, Security Threats, and Future Research Directions",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007993702&doi=10.1109%2FICTMIM65579.2025.10988150&partnerID=40&md5=596d904669b2b98ad25648773861781c,2025
10.1109/ICDSAAI65575.2025.11011707,Smart Email Filtering Against Phishing Attacks,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007989323&doi=10.1109%2FICDSAAI65575.2025.11011707&partnerID=40&md5=03c2ce009df236756f0043f09f8f4d0e,2025
10.1109/ICDSAAI65575.2025.11011575,Intrutuion Detection System Using Machine Learning Based IDS,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007984273&doi=10.1109%2FICDSAAI65575.2025.11011575&partnerID=40&md5=8bf6cff723989ce70454720fa4c1b9b6,2025
10.1109/ICDSAAI65575.2025.11011698,SmartShield: Harnessing Code Extraction and ML for Next-Gen Malware Detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007980949&doi=10.1109%2FICDSAAI65575.2025.11011698&partnerID=40&md5=6e921086a506f07e278bf1f28499428d,2025
10.1117/12.3054709,Fiber Optic Sensing for Hardware Anomaly Detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007889741&doi=10.1117%2F12.3054709&partnerID=40&md5=98f3612f25add338da7a4893a12f010f,2025
10.1109/ICOEI65986.2025.11013413,Intelligent Malware Detection: Enhancing Accuracy with Recurrent Neural Network,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007853897&doi=10.1109%2FICOEI65986.2025.11013413&partnerID=40&md5=895808fb62d5c40891b5ffacd697e042,2025
10.1109/ECCE64574.2025.11013788,Multilingual Spam Email Classification Using LSTM with Convolutional Block Attention Module,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007851387&doi=10.1109%2FECCE64574.2025.11013788&partnerID=40&md5=295a55df7308d43e5ab95f8c0dfd1ae2,2025
10.1109/ICOEI65986.2025.11013708,SQL Injection Attack Detection in Web Applications Using Machine Learning Algorithms,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007817318&doi=10.1109%2FICOEI65986.2025.11013708&partnerID=40&md5=4799a95bcf1e2152fdfa6dc9d3e5b947,2025
10.1109/ECCE64574.2025.11013840,A Machine Learning and Deep Learning Approach to Network Intrusion Detection System,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007801149&doi=10.1109%2FECCE64574.2025.11013840&partnerID=40&md5=199ab8743269229bd99188ce2cb002ed,2025
10.1109/ICOEI65986.2025.11013568,Automated Emerging Cyber Threat Identification and Profiling based on Natural Language Processing using BERT Model,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007793092&doi=10.1109%2FICOEI65986.2025.11013568&partnerID=40&md5=a3f97efe91a4f03b2d31f84f6378cf5a,2025
10.1109/ECCE64574.2025.11013116,Detecting Malware in PDF Files: A Comparative Analysis of Machine Learning and Deep Learning Approaches,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007788761&doi=10.1109%2FECCE64574.2025.11013116&partnerID=40&md5=1594c7c8aaabf6270598ea7cef12589e,2025
10.1109/IRASET64571.2025.11008274,Image-Based Approach for Android Malware Detection Using APK Component Fusion and Deep Learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007787982&doi=10.1109%2FIRASET64571.2025.11008274&partnerID=40&md5=fb819cbc64afb50dad1de7e11bb539c3,2025
10.1109/InCACCT65424.2025.11011364,Image-Based Malware Classification Powered by Deep Learning based DenseNet-121 for Enhancing Cybersecurity,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007755346&doi=10.1109%2FInCACCT65424.2025.11011364&partnerID=40&md5=f1e5ae79943fd78a9f4859ecacd7a524,2025
10.1109/IRASET64571.2025.11008137,"Artificial Intelligence in Cybersecurity: Applications, Challenges, and Future Developments",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007742070&doi=10.1109%2FIRASET64571.2025.11008137&partnerID=40&md5=fbe95fa44b1722731483652210541127,2025
10.1109/ECCE64574.2025.11012955,A Synergistic Approach to Detect Malicious Behaviour through Correlation-Based Feature Selection with Deep Learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007736931&doi=10.1109%2FECCE64574.2025.11012955&partnerID=40&md5=627ad8e4220467682b619ef1311fb1e8,2025
10.1109/ICOEI65986.2025.11013696,Robust Paradigm for Industrial IoT Networks: A Deep Learning-Driven Security Framework for Threat Detection and Mitigation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007723553&doi=10.1109%2FICOEI65986.2025.11013696&partnerID=40&md5=c55c1e67ec566ebea4a72e8e8edb2f4e,2025
10.1109/InCACCT65424.2025.11011418,Evaluating New Malware Trends Using Cyber Threat Intelligence Data,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007707372&doi=10.1109%2FInCACCT65424.2025.11011418&partnerID=40&md5=117439cf29ba3bc3cdf1461710afb601,2025
10.1109/ECCE64574.2025.11013807,"A Robust Malware Detection Framework Using Control Flow Graphs, Node2Vec, and GCN Integration",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007659374&doi=10.1109%2FECCE64574.2025.11013807&partnerID=40&md5=5b4394489944a91c755b564186b7090a,2025
10.1109/InCACCT65424.2025.11011373,Machine Learning-Driven URL Analysis for Enhanced Threat Detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007658166&doi=10.1109%2FInCACCT65424.2025.11011373&partnerID=40&md5=b634a3c7d6f9767682195f7bab630bbe,2025
10.1109/TDSC.2025.3576708,SoK: Leveraging Transformers for Malware Analysis,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007614686&doi=10.1109%2FTDSC.2025.3576708&partnerID=40&md5=15ea8c32af91cc42a25723ca543c5f43,2025
10.1007/978-3-031-78949-6_38,Exploring the Identification of Cross Site Scripting (XSS) Attacks Using Xsser Tool and Detection Using a Supervised Learning Algorithm,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007560162&doi=10.1007%2F978-3-031-78949-6_38&partnerID=40&md5=2ccd378027dd65737c4a47fdfb35821f,2025
10.1109/ITIKD63574.2025.11004753,Enhancing the Detection of Automated DDoS Attacks Using Advanced Machine Learning Methods,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007558290&doi=10.1109%2FITIKD63574.2025.11004753&partnerID=40&md5=66c8818e0d6ca083820d5b417c6ccedb,2025
10.1109/WiSPNET64060.2025.11004968,VisiBot: Automated Detection and Visualization of IoT Botnets,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007557438&doi=10.1109%2FWiSPNET64060.2025.11004968&partnerID=40&md5=86272fa8062e9b5d4ac855896aa9c1d7,2025
10.1007/978-3-031-88705-5_35,Adversarial Attack Detection in Intrusion Detection System Using Machine Learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007555870&doi=10.1007%2F978-3-031-88705-5_35&partnerID=40&md5=4f2769a743265eceedff52e2dbba6dd3,2025
10.1109/KST65016.2025.11003334,Scalable Machine Learning Approach for Realtime Detection of Xss Attacks in Web Applications,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007553109&doi=10.1109%2FKST65016.2025.11003334&partnerID=40&md5=dcca3ddece6c2492601a33f673f46610,2025
10.1109/ITIKD63574.2025.11005341,An Efficient Malware Detection in IIoT Using Machine Learning Techniques,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007548683&doi=10.1109%2FITIKD63574.2025.11005341&partnerID=40&md5=9ac6c4eaa95da135785b36698d19dc10,2025
