Title,DOI,Link
Automatic detection model of malware signature for anti-virus cloud computing,10.1109/ICIS.2011.73,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84055184465&doi=10.1109%2FICIS.2011.73&partnerID=40&md5=9ae5045e629b03224e488d0b605a47fd
Predicting client-side attacks via behaviour analysis using honeypot data,10.1109/NWeSP.2011.6088149,https://www.scopus.com/inward/record.uri?eid=2-s2.0-83755225543&doi=10.1109%2FNWeSP.2011.6088149&partnerID=40&md5=34fb68d4adf6ba6c475928d37188d8a9
Automatic extraction of secrets from malware,10.1109/WCRE.2011.27,https://www.scopus.com/inward/record.uri?eid=2-s2.0-83455205901&doi=10.1109%2FWCRE.2011.27&partnerID=40&md5=54c7d6eb0a1ed9befa312a88f20709ea
SmartDec: Approaching C++ decompilation,10.1109/WCRE.2011.49,https://www.scopus.com/inward/record.uri?eid=2-s2.0-83455205842&doi=10.1109%2FWCRE.2011.49&partnerID=40&md5=686ff48bd00eaa67dd5b00e65c5f7955
Byte level n-Gram analysis for malware detection,10.1007/978-3-642-22786-8_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-83355169680&doi=10.1007%2F978-3-642-22786-8_6&partnerID=40&md5=557e014919ba7b47a86b1d0a853681fd
Morphed virus family classification based on opcodes statistical feature using decision tree,10.1007/978-3-642-25327-0_11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-82955189818&doi=10.1007%2F978-3-642-25327-0_11&partnerID=40&md5=1b1194acdf69c07e78bee95057f86d46
Evolution of immune detectors in intelligent security system for malware detection,10.1109/IDAACS.2011.6072865,https://www.scopus.com/inward/record.uri?eid=2-s2.0-82955184509&doi=10.1109%2FIDAACS.2011.6072865&partnerID=40&md5=d99634689348e30413fb51778817f552
Proposal of n-gram based algorithm for malware classification,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881592363&partnerID=40&md5=59f30c64a4a5a9133c761d57a823a126
"SECURWARE 2011 - 5th International Conference on Emerging Security Information, Systems and Technologies",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881569754&partnerID=40&md5=5ed69490294a53f397f28e86cf8b7332
"Proceedings of the 11th SIAM International Conference on Data Mining, SDM 2011",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880113948&partnerID=40&md5=9a9ce0a7f98874341a1bc40414729a18
"Progressive User Interfaces for Regressive Analysis: Making Tracks with Large, Low-Level Systems",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873318967&partnerID=40&md5=549fc5f85018f7f83ba992135e0cd493
ARROW: Generating signatures to detect drive-by downloads,10.1145/1963405.1963435,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869441116&doi=10.1145%2F1963405.1963435&partnerID=40&md5=bf936e969035b0a1c36a99ae2e8d1e28
A survey on web application vulnerabilities and countermeasures,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869425622&partnerID=40&md5=38267306dc41cbc493cdc3b8af191f9b
Polymorphic malware detection using hierarchical hidden Markov model,10.1109/DASC.2011.47,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863416949&doi=10.1109%2FDASC.2011.47&partnerID=40&md5=5251c184fa3dc60ec0bc233a10e76da0
Game-theoretic design of an information exchange model for detecting packed malware,10.1109/MALWARE.2011.6112319,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863410067&doi=10.1109%2FMALWARE.2011.6112319&partnerID=40&md5=e773f9159df55143a7c3010a16b4a0a6
Non-normalizable functions: A new method to generate metamorphic malware,10.1109/MILCOM.2011.6127478,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863024500&doi=10.1109%2FMILCOM.2011.6127478&partnerID=40&md5=78c1a0c8981c81f2b6bea5fbd7da2499
Supporting velocity of investigation with behavior analysis of malware,10.1145/2179298.2179352,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862869968&doi=10.1145%2F2179298.2179352&partnerID=40&md5=fbb9e3d2dc020940d56b48052ce3fed8
Software behavior trustworthiness detection based on PrefixSpan method,10.1109/IMCCC.2011.132,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860641921&doi=10.1109%2FIMCCC.2011.132&partnerID=40&md5=81714a5edb6ef7258b90fc773e7870e6
Design of mobile phone security system based on detection of abnormal behavior,10.1109/IMCCC.2011.125,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860630322&doi=10.1109%2FIMCCC.2011.125&partnerID=40&md5=d9464de3337d017e324d98a2c0c3445c
Design of a retargetable decompiler for a static platform-independent malware analysis,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860378477&partnerID=40&md5=8592025ae3d33808a05eec9c303c3584
Graph-based simulated annealing and support vector machine in Malware detection,10.1109/MySEC.2011.6140698,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857325606&doi=10.1109%2FMySEC.2011.6140698&partnerID=40&md5=0eaa0caed2f8a53e83616d7705eb6791
Graph-based simulated annealing and support vector machine in malware detection,10.1109/MySEC.2011.6140720,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857301060&doi=10.1109%2FMySEC.2011.6140720&partnerID=40&md5=00f57f778c42d2299b0174440767c731
Malware classification using instruction frequencies,10.1145/2103380.2103441,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857278570&doi=10.1145%2F2103380.2103441&partnerID=40&md5=05a3b91837e3d40cdea1c17edda7058f
Ensemble based categorization and adaptive model for malware detection,10.1109/ISIAS.2011.6122799,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856657341&doi=10.1109%2FISIAS.2011.6122799&partnerID=40&md5=2d742db8128e81bd1d5db1987fdec7a9
Investigation of bypassing malware defences and malware detections,10.1109/ISIAS.2011.6122815,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856645731&doi=10.1109%2FISIAS.2011.6122815&partnerID=40&md5=47ee8c39c01df8d33b05535a52990b70
Malware variant detection using similarity search over sets of control flow graphs,10.1109/TrustCom.2011.26,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856189723&doi=10.1109%2FTrustCom.2011.26&partnerID=40&md5=8b188cc3c487fc7867406024f40d5582
Analysis of mobile P2P malware detection framework through Cabir & Commwarrior families,10.1109/PASSAT/SocialCom.2011.243,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856152276&doi=10.1109%2FPASSAT%2FSocialCom.2011.243&partnerID=40&md5=46f3dde937d15a47fe8c9db5ff95d67a
Exploring network-based malware classification,10.1109/MALWARE.2011.6112321,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855848730&doi=10.1109%2FMALWARE.2011.6112321&partnerID=40&md5=b7a46f08ffe3fb304232c6732a7c51ca
Defining malware families based on analyst insights,10.1109/THS.2011.6107902,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855800908&doi=10.1109%2FTHS.2011.6107902&partnerID=40&md5=6fefb67411d30be4351b8a2dc850ede7
Using opcode sequences in single-class learning to detect unknown malware,10.1049/iet-ifs.2010.0180,https://www.scopus.com/inward/record.uri?eid=2-s2.0-82055172109&doi=10.1049%2Fiet-ifs.2010.0180&partnerID=40&md5=0307d1249b735a280eb6430718560807
MPeersim: Simulation environment for mobile P2P networks,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-81455132143&partnerID=40&md5=ebb7cabdf298bcc43b21a479ff2448e5
"Proceedings - 2011 12th ACIS International Conference on Software Engineering, Artificial Intelligence Networking and Parallel Distributed Computing, SNPD 2011",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-81255129187&partnerID=40&md5=2a630e5aede0ee40a7dd60a6c72e2dea
ZDVUE: Prioritization of javascript attacks to discover new vulnerabilities,10.1145/2046684.2046690,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80955157953&doi=10.1145%2F2046684.2046690&partnerID=40&md5=1780385af4d4b9e09e6630e2cfbe1b6f
On deployable adversarial classification models,10.1145/2046684.2046706,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80955142149&doi=10.1145%2F2046684.2046706&partnerID=40&md5=cd577f292ad0a5c40fccb7ec64ba344b
BitShred: Feature hashing malware for scalable triage and semantic analysis,10.1145/2046707.2046742,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80755168347&doi=10.1145%2F2046707.2046742&partnerID=40&md5=793b099df12d75508b03db3a181bf3fa
Detection of packed executables using support vector machines,10.1109/ICMLC.2011.6016774,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80155199521&doi=10.1109%2FICMLC.2011.6016774&partnerID=40&md5=01717c91e18ea7dcfa26749ba3d540a1
Analysis of malicious codes similarity using N-Gram and VSM in windows environment,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860140396&partnerID=40&md5=d728d5d3b81d682a727417125264c686
Malware classification based on call graph clustering,10.1007/s11416-011-0151-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80255126150&doi=10.1007%2Fs11416-011-0151-y&partnerID=40&md5=5aa52b3007410173dfa84b4aae268cb9
"Proceedings - 35th Annual IEEE International Computer Software and Applications Conference Workshops, COMPSACW 2011",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054996894&partnerID=40&md5=9de652448e2981702b3bd41240894eac
Adaptive rule-based malware detection employing learning classifier systems: A proof of concept,10.1109/COMPSACW.2011.28,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054994639&doi=10.1109%2FCOMPSACW.2011.28&partnerID=40&md5=1547b5ca84dc379372442a44220b1fff
An evaluation of lightweight classification methods for identifying malicious URLs,10.1109/ISSA.2011.6027532,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054004090&doi=10.1109%2FISSA.2011.6027532&partnerID=40&md5=bdab95ada77d314925fb46414ae542b0
2011 Information Security for South Africa - Proceedings of the ISSA 2011 Conference,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053965342&partnerID=40&md5=0cb7d9ee12f8075f1295c3ea0a687e9b
A framework for DNS based detection and mitigation of malware infections on a network,10.1109/ISSA.2011.6027531,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053943682&doi=10.1109%2FISSA.2011.6027531&partnerID=40&md5=48a740beff6ac159658999545209507b
"Convergence and Hybrid Information Technology - 5th International Conference, ICHIT 2011, Proceedings",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053453657&partnerID=40&md5=0bae27d5db5caf16c89008a6e3fc63f7
Cloud-based malware detection for evolving data streams,10.1145/2019618.2019622,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860563303&doi=10.1145%2F2019618.2019622&partnerID=40&md5=c274a5ed22f81736b535121d560d7ff1
Web document duplicate detection using fuzzy hashing,10.1007/978-3-642-19931-8_15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053027341&doi=10.1007%2F978-3-642-19931-8_15&partnerID=40&md5=b37d4bf0c7d06d6c8d462508e480e346
Correlation analysis between spamming botnets and malware infected hosts,10.1109/SAINT.2011.71,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053007689&doi=10.1109%2FSAINT.2011.71&partnerID=40&md5=5e99b205d054d56a6e6cdf5e2c38f8a0
Semi-supervised learning for unknown malware detection,10.1007/978-3-642-19934-9_53,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052977357&doi=10.1007%2F978-3-642-19934-9_53&partnerID=40&md5=216d2666fa7f661dbfcb2fd739094787
Exploiting temporal complex network metrics in mobile malware containment,10.1109/WoWMoM.2011.5986463,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052696932&doi=10.1109%2FWoWMoM.2011.5986463&partnerID=40&md5=9caadc16797ee5560494bfafc7c8fcab
Collective classification for unknown malware detection,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052494221&partnerID=40&md5=eb80a1c14171823e9bc39b5a460ee1e0
Information Security: Principles and Practice,10.1002/9781118027974,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891583613&doi=10.1002%2F9781118027974&partnerID=40&md5=c1d73beea4f302c012e6212857d408c3
Differentiating code from data in x86 binaries,10.1007/978-3-642-23808-6_34,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052400545&doi=10.1007%2F978-3-642-23808-6_34&partnerID=40&md5=ec3e3f71a4b3281a9c3c5b923c4ec204
A method for detecting machine-generated malware,10.1145/2016039.2016133,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052381505&doi=10.1145%2F2016039.2016133&partnerID=40&md5=09c4ecd0005eecd91458e3259f9a0cbe
"Information Security and Assurance - International Conference, ISA 2011, Proceedings",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052330748&partnerID=40&md5=c63db0314e95c3047a08985ff5cd5e81
Design of a retargetable decompiler for a static platform-independent malware analysis,10.1007/978-3-642-23141-4_8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052329933&doi=10.1007%2F978-3-642-23141-4_8&partnerID=40&md5=f774b16d4b9172fd3c55690c0efe3c4c
Malware images: Visualization and automatic classification,10.1145/2016904.2016908,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052297905&doi=10.1145%2F2016904.2016908&partnerID=40&md5=a105b1bb198ff73d0621c5f656939e07
"Proceedings of the 8th International Symposium on Visualization for Cyber Security, VizSec'11",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052284580&partnerID=40&md5=4bb298dff1628a0ff4c830aa364362db
Towards efficient analysis for malware in the wild,10.1109/icc.2011.5963469,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052143641&doi=10.1109%2Ficc.2011.5963469&partnerID=40&md5=631f14b216c40b1491ca475509f7d46a
2-4 Clustering and feature selection methods for analyzing spam based attacks,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859048240&partnerID=40&md5=adfbdbc41c9e40ea44fe3002de272267
"2-2 An Incident analysis Center ""nicter"" and its social commitment",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859041822&partnerID=40&md5=357c9f1e02b1622622020d376e56cde4
2 Network security incident Response technology: 2-1 Overview of R&D activities on nicter,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859041348&partnerID=40&md5=da692b9599a5509c40af0906543d7bf1
Obfuscation: The hidden malware,10.1109/MSP.2011.98,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053509259&doi=10.1109%2FMSP.2011.98&partnerID=40&md5=a31c3a32efa25392096952fea1265d44
Recovering the toolchain provenance of binary code,10.1145/2001420.2001433,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051948738&doi=10.1145%2F2001420.2001433&partnerID=40&md5=f556bd8c24227221585f4aeddcea4c44
Social security: Collaborative documentation for malware analysis,10.1145/2000756.2000759,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051937288&doi=10.1145%2F2000756.2000759&partnerID=40&md5=c8562012604f28a7301aaad41684c12a
Scattered feature space for malware analysis,10.1007/978-3-642-22709-7_55,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051560694&doi=10.1007%2F978-3-642-22709-7_55&partnerID=40&md5=e33560c9f5168dc4e2e0aa80b00b376b
A feature selection method for malware detection,10.1109/ICINFA.2011.5949122,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051539683&doi=10.1109%2FICINFA.2011.5949122&partnerID=40&md5=83c972140c44f931d3ece207feed74e8
A malware detection framework based on kolmogorov complexity,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052787875&partnerID=40&md5=dfb9a43f04ce3fdb02f45675aa910060
"2011 Conference on Network and Information Systems Security, SAR-SSI 2011, Proceedings",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960826665&partnerID=40&md5=0fb59c15d94128942b6bc977eed9ae53
Behavioral malware detection expert system - Tarantula,10.1007/978-3-642-22540-6_7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960410739&doi=10.1007%2F978-3-642-22540-6_7&partnerID=40&md5=011687af28552fb6ffe9c1cb58368fa2
"Computer Aided Verification - 23rd International Conference, CAV 2011, Proceedings",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960363237&partnerID=40&md5=cc30aa1f701cd07c31977543c01cc2c7
Inoculation against malware infection using kernel-level software sensors,10.1145/1998582.1998600,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960194121&doi=10.1145%2F1998582.1998600&partnerID=40&md5=1fec78cbc42942383f9d962071c55faa
"Detection of Intrusions and Malware, and Vulnerability Assessment - 8th International Conference, DIMVA 2011, Proceedings",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959964868&partnerID=40&md5=7e151769ba60f2e2661d66dbe0b1c162
Improved call graph comparison using simulated annealing,10.1145/1982185.1982509,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959288642&doi=10.1145%2F1982185.1982509&partnerID=40&md5=9fd18a93d058e8855263e44d50f0fd90
Nicter: A large-scale network incident analysis system: Case studies for understanding threat landscape,10.1145/1978672.1978677,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958707632&doi=10.1145%2F1978672.1978677&partnerID=40&md5=be541c72b52fdef2a2206489647cc6d3
Opcode-sequence-based semi-supervised unknown malware detection,10.1007/978-3-642-21323-6_7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958239902&doi=10.1007%2F978-3-642-21323-6_7&partnerID=40&md5=5bfabda86dc458b703c266854ac65603
Structural feature based anomaly detection for packed executable identification,10.1007/978-3-642-21323-6_29,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958221823&doi=10.1007%2F978-3-642-21323-6_29&partnerID=40&md5=b038b8811f9a188c62f44a0351f796ed
"Computational Intelligence in Security for Information Systems - 4th International Conference, CISIS 2011, Held at IWANN 2011, Proceedings",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958185123&partnerID=40&md5=baffb0fd6eaf9c569d141f090ec87ca6
NoBot: Embedded malware detection for endpoint devices,10.1002/bltj.20492,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958207846&doi=10.1002%2Fbltj.20492&partnerID=40&md5=3e2841ec85d50c438ea01e4c23a10904
An approach for malware behavior identification and classification,10.1109/ICCRD.2011.5764001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957558479&doi=10.1109%2FICCRD.2011.5764001&partnerID=40&md5=3e8705b8422f4b8be208cf49ded15385
A study of malware detection and classification by comparing extracted strings,10.1145/1968613.1968704,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955987502&doi=10.1145%2F1968613.1968704&partnerID=40&md5=c46bea59911c3da2396126f54b5c3556
Detection of embedded malware based on C4.5 decision tree,10.3969/j.issn.1000-565X.2011.05.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959249103&doi=10.3969%2Fj.issn.1000-565X.2011.05.012&partnerID=40&md5=7e2de55a51ca4ffab15f4c099c39576d
Determining malicious executable distinguishing attributes and low-complexity detection,10.1007/s11416-010-0140-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955073332&doi=10.1007%2Fs11416-010-0140-6&partnerID=40&md5=3bedd5dc1ee7f5043eda9f67ada58a68
Joint network-host based malware detection using information-theoretic tools,10.1007/s11416-010-0145-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955065549&doi=10.1007%2Fs11416-010-0145-1&partnerID=40&md5=4158937daa5cdcddfd6baa0ca12ba424
Improving malicious URL re-evaluation scheduling through an empirical study of malware download centers,10.1145/1964114.1964123,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955058673&doi=10.1145%2F1964114.1964123&partnerID=40&md5=3750926e823030bb8523023f681739e2
Unknown malware detection based on IRP,10.3969/j.issn.1000-565X.2011.04.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959696295&doi=10.3969%2Fj.issn.1000-565X.2011.04.003&partnerID=40&md5=3aa5cf463b710462346eda79cb790db2
Attestation of integrity of overlay networks,10.1016/j.sysarc.2010.06.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954599439&doi=10.1016%2Fj.sysarc.2010.06.001&partnerID=40&md5=b8ce666e1d4388cce33fa7e387908817
Term-rewriting deobfuscation for static client-side scripting malware detection,10.1109/NTMS.2011.5720649,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952857247&doi=10.1109%2FNTMS.2011.5720649&partnerID=40&md5=4ea19d6ba5c6cc93c4e8eaac817441ad
"Practical experiences with Purenet, a self-learning malware prevention system",10.1007/978-3-642-19228-9_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952275926&doi=10.1007%2F978-3-642-19228-9_6&partnerID=40&md5=e56fd665910064c99acc29558b0de3be
A unified framework for multimodal submodular integrated circuits trojan detection,10.1109/TIFS.2010.2096811,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951821310&doi=10.1109%2FTIFS.2010.2096811&partnerID=40&md5=90422edf6822672e6df2cec63746180c
A Study of Malware Detection and Classification by Comparing Extracted Strings,10.1145/1968613.1968704,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185550724&doi=10.1145%2F1968613.1968704&partnerID=40&md5=18ba022f5eb61a2750db7b635cb0dc81
Minimax localization of structural information in large noisy matrices,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162478941&partnerID=40&md5=195f69ba9c434a9e2aa62e7496750808
Experimental challenges in cyber security: A story of provenance and lineage for malware,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084164284&partnerID=40&md5=097fe713f2d927e5e5d301281be8ecf3
ZOZZLE: Fast and precise in-browser JavaScript Malware detection,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076498355&partnerID=40&md5=9fa59955912a3a44f68098255d77dc00
"13th International Conference on Information Security, ISC 2010",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037171050&partnerID=40&md5=d1f377065ae32de2ea83c9b6d2b85820
Misleading malware similarities analysis by automatic data structure obfuscation,10.1007/978-3-642-18178-8_16,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037137681&doi=10.1007%2F978-3-642-18178-8_16&partnerID=40&md5=92a93cee047be60cd5845fc646ff0093
A study of android application security,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025700509&partnerID=40&md5=b9f09796fd31f42bfb92c25a59415301
Principal component analysis of botnet takeover,10.2197/ipsjjip.19.463,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941277551&doi=10.2197%2Fipsjjip.19.463&partnerID=40&md5=9bee6228893fefd36d96c06584d43a0c
Intrusion detection approach towards software behavior trustworthiness,10.3969/j.issn.0253-2778.2011.07.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907930685&doi=10.3969%2Fj.issn.0253-2778.2011.07.010&partnerID=40&md5=c479dc88f4b13294c24609af36cdd0d0
Banksafe information stealer detection inside the web browser,10.1007/978-3-642-23644-0_14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857280952&doi=10.1007%2F978-3-642-23644-0_14&partnerID=40&md5=ee7f5bf5b8576fd1e0d3bf1b301cf65d
Automated identification of cryptographic primitives in binary programs,10.1007/978-3-642-23644-0_3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857262964&doi=10.1007%2F978-3-642-23644-0_3&partnerID=40&md5=76c274ce2b4f7055a9c7dc2273e2db7d
System and methodology for unknown malware attack,10.1049/cp.2011.0475,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856164924&doi=10.1049%2Fcp.2011.0475&partnerID=40&md5=3fbb4835780583bb2027a7995524d9f6
Analysis on the sequential behavior of malware attacks,10.1587/transinf.E94.D.2139,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80155170242&doi=10.1587%2Ftransinf.E94.D.2139&partnerID=40&md5=9e75b12ad03be31257a7bf5e45a665ed
Who wrote this code? Identifying the authors of program binaries,10.1007/978-3-642-23822-2_10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052990651&doi=10.1007%2F978-3-642-23822-2_10&partnerID=40&md5=6aa8ecdfcee7fb1a0b032015c08fece8
Polonium: Tera-scale graph mining and inference for malware detection,10.1137/1.9781611972818.12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052678930&doi=10.1137%2F1.9781611972818.12&partnerID=40&md5=b3c3be9ddf7fe84414cfc42ec68da42c
"SplitScreen: Enabling efficient, distributed malware detection",10.1109/JCN.2011.6157418,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956336732&doi=10.1109%2FJCN.2011.6157418&partnerID=40&md5=319514ab8d1d32cf4300108719d94868
Detecting malware variants by byte frequency,10.4304/jnw.6.4.638-645,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955485597&doi=10.4304%2Fjnw.6.4.638-645&partnerID=40&md5=5f25bfb7ab38d9fea5098f7a6ae5241a
O-means: An optimized clustering method for analyzing spam based attacks,10.1587/transfun.E94.A.245,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650954614&doi=10.1587%2Ftransfun.E94.A.245&partnerID=40&md5=e5a8cdb06ce9b0b229e4a886b897b049
"INFORMATION SECURITY: Principles and Practice, Second Edition",10.1002/9781118027974,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011000311&doi=10.1002%2F9781118027974&partnerID=40&md5=31098dc1f8a5537d1b1c043566fb11c0
Metamorphic malware analysis and detection methods,10.4018/978-1-60960-123-2.ch013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012551201&doi=10.4018%2F978-1-60960-123-2.ch013&partnerID=40&md5=1044483e53bff3d16b6627194d41b0e2
Mining association rules consisting of download servers from distributed honeypot observation,10.1109/NBiS.2010.73,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650494937&doi=10.1109%2FNBiS.2010.73&partnerID=40&md5=e139df7d1aa2ae6d5bd9cb449002ad97
Malware behavior analysis: Learning and understanding current malware threats,10.1109/NETAPPS.2010.46,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650405842&doi=10.1109%2FNETAPPS.2010.46&partnerID=40&md5=ea15110d483b31c57140b0ce84b22ec6
A probabilistic diffusion scheme for anomaly detection on smartphones,10.1007/978-3-642-12368-9_3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650393426&doi=10.1007%2F978-3-642-12368-9_3&partnerID=40&md5=78213df9cbb265f85e5fa9e30e60ade0
Combining sketch and wavelet models for anomaly detection,10.1109/ICCP.2010.5606421,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650139152&doi=10.1109%2FICCP.2010.5606421&partnerID=40&md5=24516b404860f131959338369d397c7f
Mimimorphism: A new approach to binary code obfuscation,10.1145/1866307.1866368,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650018640&doi=10.1145%2F1866307.1866368&partnerID=40&md5=5bef78f5adfa31cadba5307301ef7cd1
Classification of malware based on string and function feature selection,10.1109/CTC.2010.11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649828952&doi=10.1109%2FCTC.2010.11&partnerID=40&md5=093267d8b9ad87944030b47ab36341c9
Pattern recognition techniques for the classification of malware packers,10.1007/978-3-642-14081-5_23,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649818552&doi=10.1007%2F978-3-642-14081-5_23&partnerID=40&md5=aca73dd0eb00703f594c42cc40a9ec4e
Classification of mobile P2P malware based on propagation behaviour,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881568232&partnerID=40&md5=d15b93f772455dd826eac3e28d76462b
"2nd International Conference on Wireless and Mobile networks, WiMo 2010",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880461422&partnerID=40&md5=9532d917e4a4f9caead65d30ad952d95
Applying behavioral detection on android-based devices,10.1007/978-3-642-17758-3_17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867714245&doi=10.1007%2F978-3-642-17758-3_17&partnerID=40&md5=35c67fddea646c2d81dab5e428dab8dd
A malware instruction set for behavior-based analysis,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855795320&partnerID=40&md5=67d3806878e268e394d570a32febe079
