"﻿""Authors""",Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"P., Eder-Neuhauser, Peter; T., Zseby, Tanja; J., Fabini, Joachim","Eder-Neuhauser, Peter (57190416215); Zseby, Tanja (24282038100); Fabini, Joachim (15753340900)",57190416215; 24282038100; 15753340900,"Malware propagation in smart grid networks: metrics, simulation and comparison of three malware types",2019,Journal of Computer Virology and Hacking Techniques,15,2,,109,125,0,17,10.1007/s11416-018-0325-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053597183&doi=10.1007%2Fs11416-018-0325-y&partnerID=40&md5=18540bbbb669f64f03dccf7a00778544,"Smart grids utilize communication technologies that make them vulnerable to cyber attacks. The power grid is a critical infrastructure that constitutes a tempting target for sophisticated and well-equipped attackers. In this paper we simulate three malware types capable of attacking smart grid networks in the ns3 simulation environment. First, an aggressive malware type, named the pandemic malware, follows a topological-scan strategy to find and infect all devices on the network in the shortest time possible, via a brute force approach. Next, the more intelligent endemic malware sacrifices speed for stealthiness and operates with a less conspicuous hit-list and permutation-scan strategy. Finally, a highly stealthy malware type called the contagion malware does not scan the network or initiate any connections but rather appends on legitimate communication flows. We define several metrics to express the infection speed, scanning efficiency, stealthiness, and complexity of malware and use those metrics to compare the three malware types. Our simulations provide details on the scanning and propagation behavior of different malware classes. Furthermore, this work allows the assessment of the detectability of different malware types. © 2019 Elsevier B.V., All rights reserved.",Anomaly Detection; Communication Networks; Malware Attacks; Network Security; Smart Grids; Computer Crime; Electric Power Transmission Networks; Network Security; Smart Power Grids; Telecommunication Networks; Anomaly Detection; Brute-force Approach; Communication Technologies; Malware Attacks; Malware Propagation; Propagation Behavior; Smart Grid; Smart Grid Networks; Malware,Computer crime; Electric power transmission networks; Network security; Smart power grids; Telecommunication networks; Anomaly detection; Brute-force approach; Communication technologies; Malware attacks; Malware propagation; Propagation behavior; Smart grid; Smart grid networks; Malware,Article,Final,All Open Access; Green Final Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85053597183
"A., Raghavan, Aditya; F., Di Troia, Fabio; M., Stamp, Mark","Raghavan, Aditya (57203885441); Di Troia, Fabio (56912332600); Stamp, Mark (35622790300)",57203885441; 56912332600; 35622790300,Hidden Markov models with random restarts versus boosting for malware detection,2019,Journal of Computer Virology and Hacking Techniques,15,2,,97,107,0,19,10.1007/s11416-018-0322-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053405349&doi=10.1007%2Fs11416-018-0322-1&partnerID=40&md5=cc44a868c2149843bc0270b08692f1df,"Effective and efficient malware detection is at the forefront of research into building secure digital systems. As with many other fields, malware detection research has seen a dramatic increase in the application of machine learning algorithms. One machine learning technique that has been used widely in the field of pattern matching in general—and malware detection in particular—is hidden Markov models (HMMs). HMM training is based on a hill climb, and hence we can often improve a model by training multiple times with different initial values. In this research, we compare boosted HMMs (using AdaBoost) to HMMs trained with multiple random restarts, in the context of malware detection. These techniques are applied to a variety of challenging malware datasets. We find that random restarts perform surprisingly well in comparison to boosting. Only in the most difficult “cold start” cases (where training data is severely limited) does boosting appear to offer sufficient improvement to justify its higher computational cost in the scoring phase. © 2019 Elsevier B.V., All rights reserved.",Adaptive Boosting; Artificial Intelligence; Computer Crime; Learning Systems; Malware; Pattern Matching; Cold Start; Computational Costs; Digital System; Hidden Markov Models (hmms); Hmm Training; Malware Detection; One-machine; Training Data; Hidden Markov Models,Adaptive boosting; Artificial intelligence; Computer crime; Learning systems; Malware; Pattern matching; Cold start; Computational costs; Digital system; Hidden markov models (HMMs); HMM training; Malware detection; One-machine; Training data; Hidden Markov models,Article,Final,,Scopus,2-s2.0-85053405349
"N., Xie, Nannan; X., Wang, Xing; W., Wang, Wei; J., Liu, Jiqiang","Xie, Nannan (52164793100); Wang, Xing (57192623891); Wang, Wei (57233286200); Liu, Jiqiang (55865525600)",52164793100; 57192623891; 57233286200; 55865525600,Fingerprinting Android malware families,2019,Frontiers of Computer Science,13,3,,637,646,0,34,10.1007/s11704-017-6493-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049153785&doi=10.1007%2Fs11704-017-6493-y&partnerID=40&md5=4a32c9998909031102837cb901cff8e1,"The domination of the Android operating system in the market share of smart terminals has engendered increasing threats of malicious applications (apps). Research on Android malware detection has received considerable attention in academia and the industry. In particular, studies on malware families have been beneficial to malware detection and behavior analysis. However, identifying the characteristics of malware families and the features that can describe a particular family have been less frequently discussed in existing work. In this paper, we are motivated to explore the key features that can classify and describe the behaviors of Android malware families to enable fingerprinting the malware families with these features. We present a framework for signature-based key feature construction. In addition, we propose a frequency-based feature elimination algorithm to select the key features. Finally, we construct the fingerprints of ten malware families, including twenty key features in three categories. Results of extensive experiments using Support Vector Machine demonstrate that the malware family classification achieves an accuracy of 92% to 99%. The typical behaviors of malware families are analyzed based on the selected key features. The results demonstrate the feasibility and effectiveness of the presented algorithm and fingerprinting method. © 2019 Elsevier B.V., All rights reserved.",Android Malware; Behavior Analysis; Feature Selection; Malware Family; Android (operating System); Competition; Computer Crime; Feature Extraction; Android Malware; Behavior Analysis; Feature Elimination Algorithm; Fingerprinting Methods; Malware Detection; Malware Families; Smart Terminals; Three Categories; Malware,Android (operating system); Competition; Computer crime; Feature extraction; Android malware; Behavior analysis; Feature elimination algorithm; Fingerprinting methods; Malware detection; Malware families; Smart terminals; Three categories; Malware,Article,Final,,Scopus,2-s2.0-85049153785
"R., van Rijswijk-Deij, Roland; G., Rijnders, Gijs; M., Bomhoff, Matthijs; L., Allodi, Luca","van Rijswijk-Deij, Roland (56224377100); Rijnders, Gijs (57209257301); Bomhoff, Matthijs (37055343600); Allodi, Luca (42460911100)",56224377100; 57209257301; 37055343600; 42460911100,Privacy-conscious threat intelligence using DNSBLoom,2019,,,,8717908,98,106,0,7,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067047085&partnerID=40&md5=3afa7c6b61f2e36a411911642c1162da,"The Domain Name System (DNS) is an essential component of every interaction on the Internet. DNS translates human-readable names into machine readable IP addresses. Conversely, DNS requests provide a wealth of information about what goes on in the network. Malicious activity - such as phishing, malware and botnets - also makes use of the DNS. Thus, monitoring DNS traffic is essential for the security team's toolbox. Yet because DNS is so essential to Internet services, tracking DNS is also highly privacy-invasive, as what domain names a user requests reveals their Internet use. Therefore, in an age of comprehensive privacy legislation, such as Europe's GDPR, simply logging every DNS request is not acceptable.In this paper we present DNSBloom, a system that uses Bloom Filters as a privacy-enhancing technology to store DNS requests. Bloom Filters act as a probabilistic set, where a membership test either returns probable membership (with a small false positive probability), or certain non-membership. Because Bloom Filters do not store original information, and because DNSBloom aggregates queries from multiple users over fixed time periods, the system offers strong privacy guarantees while enabling security professionals to check with a high degree of confidence whether certain DNS queries associated with malicious activity have occurred. We validate DNSBloom through three case studies performed on the production DNS infrastructure of a major global research network, and release a working prototype, that integrates with popular DNS resolvers, in open source. © 2019 Elsevier B.V., All rights reserved.",Dns; Gdpr; Indicator-of-compromise; Measurement; Privacy; Threat Detection; Blooms (metal); Computer Crime; Data Privacy; Data Structures; Malware; Measurement; Internet Protocols; Degree Of Confidence; Gdpr; Malicious Activities; Privacy Enhancing Technologies; Privacy Legislation; Security Professionals; Threat Detection; Wealth Of Information; Bloom Filters; Domain Name System; Human-readable; Indicator-of-compromize; Phishing; Privacy,Blooms (metal); Computer crime; Data privacy; Data structures; Malware; Measurement; Internet protocols; Degree of confidence; GDPR; Malicious activities; Privacy enhancing technologies; Privacy legislation; Security professionals; Threat detection; Wealth of information; Bloom filters; Domain name system; Human-readable; Indicator-of-compromize; Phishing; Privacy,Conference paper,Final,,Scopus,2-s2.0-85067047085
"J., Ahmed, Jawad; H., Habibi Gharakheili, Hassan; Q., Raza, Qasim; C., Russell, Craig; V., Sivaraman, Vijay","Ahmed, Jawad (57209263189); Habibi Gharakheili, Hassan (55971794900); Raza, Qasim (57209243092); Russell, Craig (35148456800); Sivaraman, Vijay (55882671700)",57209263189; 55971794900; 57209243092; 35148456800; 55882671700,Real-time detection of DNS exfiltration and tunneling from enterprise networks,2019,,,,8717806,649,653,0,53,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064037291&partnerID=40&md5=ac9c04b2c3912475cbd23ce5cecf131f,"Enterprise networks constantly face the threat of valuable and sensitive data being stolen by cyber-attackers. Sophisticated attackers are increasingly exploiting the Domain Name System (DNS) channel for exfiltrating data as well as maintaining tunneled command and control communications for malware. This is because DNS traffic is usually allowed to pass through enterprise firewalls without deep inspection or state maintenance, thereby providing a covert channel for attackers to encode low volumes of data without fear of detection.This paper develops and evaluates a real-time mechanism for detecting exfiltration and tunneling of data over DNS. Unlike prior solutions that operate off-line or in the network core, ours works in real-time at the enterprise edge. Our first contribution is to develop, tune, and train a machine learning algorithm to detect anomalies in DNS queries using a benign dataset of top rank primary domains from two enterprise networks. Our second contribution is to implement our scheme on live 10 Gbps traffic streams from the network borders of the two organizations, inject more than a million malicious DNS queries generated via an exfiltration tool, and show that our solution is able to identify them with high accuracy. Our tools and datasets are made available to the public for validation and further research. © 2019 Elsevier B.V., All rights reserved.",Command And Control Systems; Learning Algorithms; Machine Learning; Malware; Signal Detection; Command And Control; Cyber Attackers; Deep Inspection; Domain Name System; Enterprise Networks; Real-time Detection; Real-time Mechanisms; Sensitive Datas; Internet Protocols,Command and control systems; Learning algorithms; Machine learning; Malware; Signal detection; Command and control; Cyber attackers; Deep inspection; Domain name system; Enterprise networks; Real-time detection; Real-time mechanisms; Sensitive datas; Internet protocols,Conference paper,Final,,Scopus,2-s2.0-85064037291
"A.A., Abusnaina, Ahmed A.A.; A., Khormali, Aminollah; H., Alasmary, Hisham; J., Park, Jeman; A., Anwar, Afsah; U., Meteriz-Yildiran, Ulku; D., Mohaiseny, David","Abusnaina, Ahmed A.A. (36023496000); Khormali, Aminollah (55369711900); Alasmary, Hisham (57204050172); Park, Jeman (57202057163); Anwar, Afsah (57202738709); Meteriz-Yildiran, Ulku (57345243000); Mohaiseny, David (14027298300)",36023496000; 55369711900; 57204050172; 57202057163; 57202738709; 57345243000; 14027298300,Poster: Breaking graph-based IoT malware detection systems using adversarial examples,2019,,,,,290,291,0,6,10.1145/3317549.3326296,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066749109&doi=10.1145%2F3317549.3326296&partnerID=40&md5=f5cc3c7b9b2eeb67ec99678490592a70,"The main goal of this study is to investigate the robustness of graphbased Deep Learning (DL) models used for Internet of Things (IoT) malware classification against Adversarial Learning (AL). We designed two approaches to craft adversarial IoT software, including Off-the-Shelf Adversarial Attack (OSAA) methods, using six different AL attack approaches, and Graph Embedding and Augmentation (GEA). The GEA approach aims to preserve the functionality and practicality of the generated adversarial sample through a careful embedding of a benign sample to a malicious one. Our evaluations demonstrate that OSAAs are able to achieve a misclassification rate (MR) of 100%. Moreover, we observed that the GEA approach is able to misclassify all IoT malware samples as benign. © 2019 Elsevier B.V., All rights reserved.",Adversarial Learning; Deep Learning; Graph Analysis; Internet Of Things; Malware Detection; Computer Crime; Deep Learning; Embeddings; Graphic Methods; Malware; Mobile Telecommunication Systems; Wireless Networks; Adversarial Learning; Graph Analysis; Graph Embeddings; Graph-based; Internet Of Things (iot); Malware Classifications; Malware Detection; Misclassification Rates; Internet Of Things,Computer crime; Deep learning; Embeddings; Graphic methods; Malware; Mobile telecommunication systems; Wireless networks; Adversarial learning; Graph analysis; Graph embeddings; Graph-based; Internet of Things (IOT); Malware classifications; Malware detection; Misclassification rates; Internet of things,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85066749109
"L.A., Lalitha, L. A.; V.R., Hulipalled, Vishwanath R.","Lalitha, L. A. (57202362870); Hulipalled, Vishwanath R. (57194410397)",57202362870; 57194410397,Adaptive k-nearest centroid neighbor classifier for detecting drifted twitter spam,2019,International Journal of Engineering and Advanced Technology,8,5 SpecialIssue,,235,243,0,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070679670&partnerID=40&md5=a262da79ff76c862b6ef640562a57f3f,"With the growth of Internet and its related technologies have resulted in increased usage of smart and Internet connected devices and large amount of time is spent on Social Network. Nonetheless, because of increase in attractiveness of Social Network, cyber offenders are spreading spam on these networks to exploit possible targets. The spammers trap users to malware downloads or external phishing URLs, which has been an enormous problem for online safety and user quality of exposure. However, the existing research fails to detect spam in Twitter and has become a key issue in recent times. Recent work [14], focused on using Machine Learning (ML) approach for detecting spam in Twitter, by making use of the statistical features of Twitter data. However, adoption of such method affects the classification accuracy of ML algorithm. Because the Statistical Feature characteristics of spam tweets vary with respect to time. This problem is known as “Twitter Spam Drift”. To address this problem, we present a novel non-parametric Adaptive K-Nearest Centroid Neighbor (AKNCN) Classifier. Further, for meeting real-time requirement the AKNCN is trained using one million spam tweets and one million non-spam tweets data. The AKNCN model can discover spam more efficiently than the state-of-the-art model. Experiment outcome shows the AKNCN attains significant performance with reference to Accuracy (A), F-Measure (F) and Detection Rate (DR) in real-world scenarios. © 2019 Elsevier B.V., All rights reserved.",Machine Learning; Nearest Centroid Neighbor; Social Networks; Spam Drift; Statistical Features; Twitter Spam Detection,,Article,Final,,Scopus,2-s2.0-85070679670
,,,"2019 7th International Workshop on Biometrics and Forensics, IWBF 2019",2019,,,,,,,158,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068459657&partnerID=40&md5=ca5dc70d16d4d9ed004119ae44b37281,"The proceedings contain 27 papers. The topics discussed include: copy-move forgery detection algorithm using frequency transforms, SURF and MSER; blind source camera clustering of criminal case data; speaker verification with fake intonation based on neural networks; Euclidean-distance based fuzzy commitment scheme for biometric template security; analysis of hand-crafted and learned feature extraction methods for real-time facial expression; a cancellable face template scheme based on nonlinear multi-dimension spectral hashing; feature extraction based on high order statistics measures and entropy for EEG biometrics; scene-based imperceptible-visible watermarking for HDR video content; automatic malware clustering using word embeddings and unsupervised learning; and a biologically-inspired attentional approach for face recognition. © 2019 Elsevier B.V., All rights reserved.",,,Conference review,Final,,Scopus,2-s2.0-85068459657
"J.C., Sopuru, Joshua Chibuike; A., Sari, Arif; M., Akkaya, Murat","Sopuru, Joshua Chibuike (57209464422); Sari, Arif (55825745300); Akkaya, Murat (57202897790)",57209464422; 55825745300; 57202897790,Modeling a malware detection and categorization system based on seven network flow-based features,2019,International Journal of Innovative Technology and Exploring Engineering,8,7,,2982,2989,0,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067897151&partnerID=40&md5=eb89d12e699d9cfe22626bf6d2b4c848,"Although several models have been developed for detecting and categorizing malicious Android applications, most network-based frameworks utilize long lists of network features to achieve an average classification accuracy (85.09%), and precision (89.10%). Our proposed model streamlines these lists to seven network flow-based features and achieved an average classification accuracy of (93.62%), success rate (92.68%), and a false positive (0.083). Experiments were carried out to evaluate the performance of three machine learning algorithms (Naive Bayes, J48 and, Random Forest) thereby identifying the best learner(s). Different sizes of training data were also considered for different experiments in other to evaluate learning rates based on different data size. At the end of our experiments, we identified seven top network flow-based features that can be used to effectively detect and categorize android malware. © 2019 Elsevier B.V., All rights reserved.",Android Malware; Machine Learning; Malware Detection And Classification; Malware Family; Network Flow-based Features,,Article,Final,,Scopus,2-s2.0-85067897151
"S., Sabhadiya, Sagar; J., Barad, Jaydeep; J., Gheewala, Jaydeep","Sabhadiya, Sagar (57212061105); Barad, Jaydeep (57208959369); Gheewala, Jaydeep (56857629500)",57212061105; 57208959369; 56857629500,Android malware detection using deep learning,2019,,2019-April,,,1254,1260,0,33,10.1109/icoei.2019.8862633,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075828682&doi=10.1109%2Ficoei.2019.8862633&partnerID=40&md5=d8b225bb68b3737cbe1ab88df0bf7d11,"Android has become the most standard smartphone operating system. The rapidly growing acceptance of android has resulted in significant increase in the number of malwares when compared with earlier years. There exists plenty of antimalware programs which are designed to efficiently protect the user’s sensitive data in mobile systems from such attacks. Here, I have examined the different android malwares and their methods based on deep learning that are used for attacking the devices and antivirus programs that act against malwares to care for Android systems. Then, we have discuss on different deep learning based android malware detection techniques such as, Maldozer, DroidDetector, DroidDeepLearner, DeepFlow, Droid Delver and Droid Deep. We aim to implement a model based on deep learning that can automatically identify whether an android application is malware infected or not without installation. © 2020 Elsevier B.V., All rights reserved.",Android Security; Deep Learning Based Malware Detection; Malware Detection Technique; Computer Viruses; Deep Learning; Android Applications; Android Malware; Android Securities; Android Systems; Anti-virus Programs; Malware Detection; Model-based Opc; Sensitive Datas; Android (operating System),Computer viruses; Deep learning; Android applications; Android malware; Android securities; Android systems; Anti-virus programs; Malware detection; Model-based OPC; Sensitive datas; Android (operating system),Conference paper,Final,,Scopus,2-s2.0-85075828682
"V., Sahaya Sakila, V.; M.S., Sandeep, Murugula Sai; N., Praveen, N.","Sahaya Sakila, V. (57209465391); Sandeep, Murugula Sai (57223949337); Praveen, N. (57091463500)",57209465391; 57223949337; 57091463500,Adversarial attack on machine learning models,2019,International Journal of Innovative Technology and Exploring Engineering,8,6 Special Issue 4,,431,434,0,0,10.35940/ijitee.F1088.0486S419,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071325584&doi=10.35940%2Fijitee.F1088.0486S419&partnerID=40&md5=074d44268270bde5abe63179ba268b38,"Machine Learning (ML) models are applied in a variety of tasks such as network intrusion detection or malware classification. Yet, these models are vulnerable to a class of malicious inputs known as adversarial examples. These are slightly perturbed inputs that are classified incorrectly by the ML model. The mitigation of these adversarial inputs remains an open problem. As a step towards understanding adversarial examples, we show that they are not drawn from the same distribution than the original data, and can thus be detected using statistical tests. Using this knowledge, we introduce a complimentary approach to identify specific inputs that are adversarial. Specifically, we augment our ML model with an additional output, in which the model is trained to classify all adversarial inputs. © 2019 Elsevier B.V., All rights reserved.",Adversarial Attacks; Generative Adversarial Network; Robust Classification,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85071325584
,,,AI4Mobile 2019 - 2019 IEEE 1st International Workshop on Artificial Intelligence for Mobile,2019,,,,,,,27,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064217806&partnerID=40&md5=367fb7c9f717baac063822361f1b19aa,"The proceedings contain 5 papers. The topics discussed include: a mobile application for cat detection and breed recognition based on deep learning; a mobile application for tree classification and canopy calculation using machine learning; automated cross-platform GUI code generation for mobile apps; adversarial attacks on mobile malware detection; and how can we craft large-scale android malware? an automated poisoning attack. © 2019 Elsevier B.V., All rights reserved.",,,Conference review,Final,,Scopus,2-s2.0-85064217806
"C.J.W., Chew, Christopher Jun Wen; V.D., Kumar, Vimal D.Ambeth","Chew, Christopher Jun Wen (57215335896); Kumar, Vimal D.Ambeth (55897237400)",57215335896; 55897237400,Behaviour based ransomware detection,2019,,,,,127,136,0,12,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078053026&partnerID=40&md5=22a10a37874ad5af51f6d4d9d9f5f518,"Ransomware is an ever-increasing threat in the world of cyber security targeting vulnerable users and companies, but what is lacking is an easier way to group, and devise practical and easy solutions which every day users can utilise. In this paper we look at the different characteristics of ransomware, and present preventative techniques to tackle these ransomware attacks. More specifically our techniques are based on ransomware behaviour as opposed to the signature based detection used by most anti-malware software. We further discuss the implementation of these techniques and their effectiveness. We have tested the techniques on four prominent ransomware strains, WannaCry, TeslaCrypt, Cerber and Petya. In this paper we discuss how our techniques dealt with these ransomware strains and the performance impact of these techniques. © 2020 Elsevier B.V., All rights reserved.",Anti-malware; Cyber Security; Performance Impact; Signature Based Detections; Malware,Anti-malware; Cyber security; Performance impact; Signature based detections; Malware,Conference paper,Final,,Scopus,2-s2.0-85078053026
"R.M., Verma, Rakesh M.; S., Srinivasagopalan, Srivathsan","Verma, Rakesh M. (57203140173); Srinivasagopalan, Srivathsan (35520377500)",57203140173; 35520377500,Clustering for security challenges,2019,,,,3309184,1,2,0,1,10.1145/3309182.3309184,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066120739&doi=10.1145%2F3309182.3309184&partnerID=40&md5=17196e8e191ba233aa7a3bfe1bfd95d4,"Data science, which includes statistics, probability, data mining, machine learning and natural language processing, is on a major uptrend. Clustering is a key data science method, which does not require labeled data. This tutorial will cover clustering for security challenges. We expect to cover both classical clustering techniques and some of the important, newer clustering algorithms. Examples will be drawn from clustering of malware datasets and phishing emails. Throughout the discussion, we will highlight some of the key unique needs of the security domain that are relevant for clustering techniques. © 2019 Elsevier B.V., All rights reserved.",Clustering; Nonstationarity; Tutorial; Unique Needs Of Security Domain; Unsupervised Learning; Cluster Analysis; Computer Crime; Data Mining; Data Science; Learning Algorithms; Machine Learning; Natural Language Processing Systems; Unsupervised Learning; Clustering; Clustering Techniques; Natural Language Processing; Non-stationarities; Science Methods; Security Challenges; Security Domains; Tutorial; Clustering Algorithms,Cluster analysis; Computer crime; Data mining; Data Science; Learning algorithms; Machine learning; Natural language processing systems; Unsupervised learning; clustering; Clustering techniques; NAtural language processing; Non-stationarities; Science methods; Security challenges; Security domains; tutorial; Clustering algorithms,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85066120739
,,,"2019 IEEE 9th Annual Computing and Communication Workshop and Conference, CCWC 2019",2019,,,,,,,1035,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063882388&partnerID=40&md5=deeed83caf6fd26c0a489510cb69ef05,"The proceedings contain 168 papers. The topics discussed include: prediction of crop cultivation; ultra high resolution jitter measurement method for ethernet based networks; towards fault tolerant fog computing for IoT-based smart city applications; a simple sufficient condition for stability and robust stability of a discrete Lotka-Volterra model; Bayesian learning for policy search in trajectory control of a planar manipulator; AD-IoT: anomaly detection of IoT cyberattacks smart city using machine learning; a parallel algorithm to calculate an approximation to the order-K Voronoi diagram using java streams and thrust; dedicated backup units to alleviate overload on SDN controllers; framework modeling for user privacy in cloud computing; and cuckoo's malware threat scoring and classification: friend or foe?. © 2019 Elsevier B.V., All rights reserved.",,,Conference review,Final,,Scopus,2-s2.0-85063882388
"D., Gibert, Daniel; C., Mateu, Carles; J., Planes, Jordi; R., Vicens, Ramon","Gibert, Daniel (57197734861); Mateu, Carles (15056164500); Planes, Jordi (8928384200); Vicens, Ramon (57197727272)",57197734861; 15056164500; 8928384200; 57197727272,Using convolutional neural networks for classification of malware represented as images,2019,Journal of Computer Virology and Hacking Techniques,15,1,,15,28,0,215,10.1007/s11416-018-0323-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053391255&doi=10.1007%2Fs11416-018-0323-0&partnerID=40&md5=a0acd4b5ddda7eceb6e1da5b0a506760,"The number of malicious files detected every year are counted by millions. One of the main reasons for these high volumes of different files is the fact that, in order to evade detection, malware authors add mutation. This means that malicious files belonging to the same family, with the same malicious behavior, are constantly modified or obfuscated using several techniques, in such a way that they look like different files. In order to be effective in analyzing and classifying such large amounts of files, we need to be able to categorize them into groups and identify their respective families on the basis of their behavior. In this paper, malicious software is visualized as gray scale images since its ability to capture minor changes while retaining the global structure helps to detect variations. Motivated by the visual similarity between malware samples of the same family, we propose a file agnostic deep learning approach for malware categorization to efficiently group malicious software into families based on a set of discriminant patterns extracted from their visualization as images. The suitability of our approach is evaluated against two benchmarks: the MalImg dataset and the Microsoft Malware Classification Challenge dataset. Experimental comparison demonstrates its superior performance with respect to state-of-the-art techniques. © 2019 Elsevier B.V., All rights reserved.",Convolutional Neural Network; Deep Learning; Malware Classification; Malware Visualization; Classification (of Information); Computer Crime; Convolution; Deep Learning; Image Classification; Neural Networks; Visualization; Convolutional Neural Network; Experimental Comparison; Gray-scale Images; Learning Approach; Malicious Behavior; Malware Classifications; State-of-the-art Techniques; Visual Similarity; Malware,Classification (of information); Computer crime; Convolution; Deep learning; Image classification; Neural networks; Visualization; Convolutional neural network; Experimental comparison; Gray-scale images; Learning approach; Malicious behavior; Malware classifications; State-of-the-art techniques; Visual similarity; Malware,Article,Final,,Scopus,2-s2.0-85053391255
"H., Hashemi, Hashem; A., Hamzeh, Ali","Hashemi, Hashem (55943530600); Hamzeh, Ali (13405284800)",55943530600; 13405284800,Visual malware detection using local malicious pattern,2019,Journal of Computer Virology and Hacking Techniques,15,1,,1,14,0,60,10.1007/s11416-018-0314-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041116474&doi=10.1007%2Fs11416-018-0314-1&partnerID=40&md5=b1dad3925a0e004690d809c3b1b4d3a6,"In recent years, malware authors have had significant developments in offering new generations of malware and have tried to use different methods to make malware detection hard, so detecting malware has become one of the most important challenges for the security of computer systems. These developments have made detection of malware using conventional methods rather difficult and in many cases impossible. Thus, inventing new methods for detecting malware is critical. In this paper, a new method is proposed to detect unknown malware based on micro-patterns within the executable files. In the proposed method, for extracting required micro-patterns, one of the well-known methods in machine vision field is used. The proposed method works as follows: first executable files are converted into digital images; second, these images are used to extract visual features of the executable files; finally, machine learning methods are used to detect malware. The main idea of the proposed method is based on differences in the behavior and functionality of malware and benign files, where different behavior results in different micro-patterns which can be used to distinguish between malware and benign files. Accordingly, in this paper a textural image classification method is used which aims to extract micro-patterns of digital textural images, to detect and extract micro-patterns of executable files and use them to detect malware. © 2021 Elsevier B.V., All rights reserved.",Image Processing; Learning Systems; Network Security; Conventional Methods; Digital Image; Executable Files; Machine Learning Methods; Malware Detection; Micro Pattern; Textural Images; Visual Feature; Malware,Image processing; Learning systems; Network security; Conventional methods; Digital image; Executable files; Machine learning methods; Malware detection; Micro pattern; Textural images; Visual feature; Malware,Article,Final,,Scopus,2-s2.0-85041116474
"N., Valarmathi, Narayanan; V., Kavitha, V.; K.C., Mohanraj, K. C.; S., Revathy, S.; E., GokilaNivetha, E.","Valarmathi, Narayanan (58946751200); Kavitha, V. (57212581117); Mohanraj, K. C. (57208575614); Revathy, S. (57208579381); GokilaNivetha, E. (57208575246)",58946751200; 57212581117; 57208575614; 57208579381; 57208575246,Search rank fraud and malware detection in google play,2019,International Journal of Recent Technology and Engineering,7,6,,613,615,0,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065205306&partnerID=40&md5=a09457b73df8c2a6157ad3b86568428f,"Information handling the investigation ventures of the ""Learning Discovery in Databases"" process, a field at the crossing point of registering and insights is that the technique that attempts to get designs in enormous data sets. It uses techniques at the crossing point of figuring, machine learning, insights, and information frameworks. Ongoing net applications, that have focused on police examination the extremity of the content, our content classifier enables clients to recognize positive and negative surveys so helping the client with supposition mining.Many sites that allow clients to look for and post audits of bought mobile applications, which closes in dynamic aggregation of heaps of audits written in tongue. The clients are given an impediment of utilizing the applications. The client can download the applications by giving the mystery key which is given by the administrator. What’s more, when the clients are endeavoring to abuse the applications by downloading it various occasions, the client data is send to the Admin. We are additionally foreseeing what numbers of clients are utilizing the specific App. © 2019 Elsevier B.V., All rights reserved.",Android; Common Substring Removals Problem (csr); Ios; Isodata; Naive Bayes; Symbian,,Article,Final,,Scopus,2-s2.0-85065205306
