"Category","Term","First_Paper_Title","First_Paper_Link","First_Paper_Year","First_Paper_Abstract","First_Paper_Authors","First_Paper_Citations"
"Technique","Domain Generation Algorithm","From throw-away traffic to bots: Detecting the rise of DGA-based malware","","2012","Many botnet detection systems employ a blacklist of known command and control (C&C) domains to detect bots and block their traffic. Similar to signature-based virus detection, such a botnet detection approach is static because the blacklist is updated only after running an external (and often manual) process of domain discovery. As a response, botmasters have begun employing domain generation algorithms (DGAs) to dynamically produce a large number of random domain names and select a small subset for actual C&C use. That is, a C&C domain is randomly generated and used for a very short period of time, thus rendering detection approaches that rely on static domain lists ineffective. Naturally, if we know how a domain generation algorithm works, we can generate the domains ahead of time and still identify and block botnet C&C traffic. The existing solutions are largely based on reverse engineering of the bot malware executables, which is not always feasible. In this paper we present a new technique to detect randomly generated domains without reversing. Our insight is that most of the DGA-generated (random) domains that a bot queries would result in Non-Existent Domain (NXDomain) responses, and that bots from the same botnet (with the same DGA algorithm) would generate similar NXDomain traffic. Our approach uses a combination of clustering and classification algorithms. The clustering algorithm clusters domains based on the similarity in the make-ups of domain names as well as the groups of machines that queried these domains. The classification algorithm is used to assign the generated clusters to models of known DGAs. If a cluster cannot be assigned to a known model, then a new model is produced, indicating a new DGA variant or family. We implemented a prototype system and evaluated it on real-world DNS traffic obtained from large ISPs in North America. We report the discovery of twelve DGAs. Half of them are variants of known (botnet) DGAs, and the other half are brand new DGAs that have never been reported before. Copyright © 2019 21st USENIX Security Symposium. All rights reserved.","Antonakakis M.; Perdisci R.; Nadji Y.; Vasiloglou N.; Abu-Nimeh S.; Lee W.; Dagon D.","454"
"Technique","Canny Edge Detection","Toward a general defense against kernel queue hooking attacks","10.1016/j.cose.2011.12.007","2012","Kernel queue hooking (KQH) attacks achieve stealthy malicious function execution by embedding malicious hooks in dynamic kernel schedulable queues (K-Queues). Because they keep kernel code and persistent hooks intact, they can evade detection of state-of-the-art kernel integrity monitors. Moreover, they have been used by advanced malware such as the Rustock spam bot to achieve malicious goals. In this paper, we present a systematic defense against such novel attacks. We propose the Precise Lookahead Checking of function Pointers approach that checks the legitimacy of pending K-Queue callback requests by proactively checking function pointers that may be invoked by the callback function. To facilitate the derivation of specifications for any K-Queue, we build a unified static analysis framework and a toolset that can derive from kernel source code properties of legitimate K-Queue requests and turn them into source code for the runtime checker. We implement proof-of-concept runtime checkers for four K-Queues in Linux and perform a comprehensive experimental evaluation of these checkers, which shows that our defense is effective against KQH attacks. © 2011 Elsevier Ltd. All rights reserved.","Wei J.; Pu C.","5"
"Technique","Debugger Detection","Malware analysis with multiple features","10.1109/UKSim.2012.40","2012","Malware analysis process is being categorized into static analysis and dynamic analysis. Both static and dynamic analysis have their own strengths and weaknesses. In this paper, we present a tool written in Python programming language called as pingaji, which could assist the work of malware analyst to get the static features of malware. pingaji contains several modules - Application Programming Interface (API) calls extractor, binary entropy information, anti virtual machine and anti debugger detector and XOR encrypted strings decrypt or. pingaji was developed in order to assist our work in getting malware features. pingaji is focusing on ripping Microsoft Windows executable binaries' malicious features. © 2012 IEEE.","Zabidi M.N.A.; Maarof M.A.; Zainal A.","19"
"Technique","Context-Sensitive Analysis","Malicious hidden-code extracting based on environment-sensitive analysis","10.3724/SP.J.1016.2012.00693","2012","Code packing is an obfuscation technique to protect against reverse engineering, but it is commonly used to hide malicious code from virus detection as well. Environment-sensitive packing techniques are able to check whether the run-time environment is suspicious, then malware can dynamically change the unpacking behaviors according to the environment. While many unpacking tools were proposed, such as static unpackers and dynamic unpackers, the existing solutions are either unable to handle unknown packing techniques, or vulnerable to various environment-sensitive techniques. In this paper, we propose a new unpacking approach based on environment-sensitive analysis. Our approach precisely tracks the flow of environment-sensitive data, then symbolically evaluates the recorded trace and gathers path constraints on environment-sensitive data. Using the collected path constraints, we can deduce the dependence of the packed malware's control flow on run-time environment then remove the environmental sensitivity of the malware. To demonstrate its effectiveness, we present a prototype system, called MalUnpack, and apply it to 321 in the wild packed malware samples. The experimental results show that MalUnpack can effectively identify and unpack 89.1% of the malware samples, while the number of using dynamic unpackers without environment-sensitive analysis is 35.5%, and the number of using signature-based unpacker is only 28.0%.","Wang Z.; Jia C.-F.; Lu K.","5"
"Technique","Template Matching","Binary function clustering using semantic hashes","10.1109/ICMLA.2012.70","2012","The ability to identify semantically-related functions, in large collections of binary executables, is important for malware detection. Intuitively, two pieces of code are similar if they have the same effect on a machine's state. Current state-of-the-art tools employ a variety of pair wise comparisons (e.g., template matching using SMT solvers, Value-Set analysis at critical program points, API call matching, etc.) However, these methods are unshakable for clustering large datasets, of size N, since they require O(No2) comparisons. In this paper, we present an alternative approach based upon 'hashing'. We propose a scheme that captures the semantics of functions as semantic hashes. Our approach treats a function as a set of features, each of which represent the input-output behavior of a basic block. Using a form of locality-sensitive hashing known as Min Hashing, functions with many common features can be quickly identified, and the complexity of clustering is reduced to O(N). Experiments on functions extracted from the CERT malware catalog indicate that we are able to cluster closely related code with a low false positive rate. © 2012 IEEE.","Jin W.; Chaki S.; Cohen C.; Gurfinkel A.; Havrilla J.; Hines C.; Narasimhan P.","46"
"Technique","Mutual Information","Malware detection by text and data mining","10.1109/ICCIC.2013.6724229","2013","Cyber frauds are a major security threat to the banking industry worldwide. Malware is one of the manifestations of cyber frauds. Malware authors use Application Programming Interface (API) calls to perpetrate these crimes. In this paper, we propose a static analysis method to detect Malware based on API call sequences using text and data mining in tandem. We analyzed the dataset available at CSMINING group. First, we employed text mining to extract features from the dataset consisting a series of API calls. Further, mutual information is invoked for feature selection. Then, we resorted to over-sampling to balance the data set. Finally, we employed various data mining techniques such as Decision Tree (DT), Multi Layer Perceptron (MLP), Support Vector Machine (SVM), Probabilistic Neural Network (PNN) and Group Method for Data Handling (GMDH). We also applied One Class SVM (OCSVM). Throughout the paper, we used 10-fold cross validation technique for testing the techniques. We observed that SVM and OCSVM achieved 100% sensitivity after balancing the dataset. © 2013 IEEE.","Sundarkumar G.G.; Ravi V.","13"
"Technique","Image Classification Models","FENOC: An ensemble one-class learning framework for malware detection","10.1109/CIS.2013.116","2013","Nowadays, machine learning based methods are among the most popular ones for malware detection. However, most of the previous works use a single type of features, dynamic or static, and take them to build a binary classification model. These methods have limited ability to depict characteristic malware behaviors and suffer from insufficiently sampled benign samples and extremely imbalanced training dataset. In this paper, we present FENOC, an ensemble one-class learning framework for malware detection. FENOC uses hybrid features from multiple semantic layers to ensure comprehensive insights of analyzed programs, and constructs detection model via CosTOC (Cost-sensitive Twin One-class Classifier), a novel one-class learning algorithm, which uses a pair of one-class classifiers to describe malware class and benign program class respectively. CosTOC is more flexible and robust when handling malware detection problems, which is imbalanced and need low false positive rate. Meanwhile, a random subspace ensemble method is used to enhance the generalization ability of CosTOC. Experimental results show that to detect unknown malware, FENOC has a higher detection rate and a lower false positive rate, especially in the situations that training datasets are imbalanced. © 2013 IEEE.","Liu J.; Song J.; Miao Q.; Cao Y.","10"
"Technique","Header Analysis","A heuristics-based static analysis approach for detecting packed PE binaries","10.14257/ijsia.2013.7.5.24","2013","Malware authors evade the signature based detection by packing the original malware using custom packers. In this paper, we present a static heuristics based approach for the detection of packed executables. We present 1) the PE heuristics considered for analysis and taxonomy of heuristics; 2) a method for computing the score using power distance based on weights and risks assigned to the defined heuristics; and 3) classification of packed executable based on the threshold obtained with the training data set, and the results achieved with the test data set. The experimental results show that our approach has a high detection rate of 99.82% with a low false positive rate of 2.22%. We also bring out difficulties in detecting packed DLL, CLR and Debug mode executables via header analysis. © 2013 SERSC.","Arora R.; Singh A.; Pareek H.; Edara U.R.","12"
"Technique","Memory Forensics","Research in Attacks, Intrusions, and Defenses - 16th International Symposium, RAID 2013, Proceedings","","2013","The proceedings contain 22 papers. The topics discussed include: a primitive for revealing stealthy peripheral-based attacks on the computing platform's main memory; hypervisor memory forensics; server-side code injection attacks: a historical perspective; check my profile: leveraging static analysis for fast and accurate detection of ROP gadgets; systematic analysis of defenses against return-oriented programming; deobfuscating embedded malware using probable-plaintext attacks; detecting traditional packers, decisively; side-channel attacks on the yubikey 2 one-time password generator; active credential leakage for observing web-based attack cycle; behavior decomposition: aspect-level browser extension clustering and its security implications; tamper-resistant likejacking protection; deconstructing the assessment of anomaly-based intrusion detectors; practical context-aware permission control for hybrid mobile applications; mobile malware detection based on energy fingerprints - a dead end?; and holiday pictures or blockbuster movies? insights into copyright infringement in user uploads to one-click file hosters.","","0"
"Technique","Attention Mechanisms","Rapid permissions-based detection and analysis of mobile malware using random decision forests","10.1109/MILCOM.2013.170","2013","The explosion in mobile malware has led to the need for early, rapid detection mechanisms that can detect malware and identify risky applications prior to their deployment on end-user devices without the high cost of manual static and dynamic analysis. Previous work has shown that specific combinations of Android permissions, intents, broadcast receivers, native code and embedded applications can be effectively used to identify potentially malicious applications. We extend this work by using frequent combinations of such attributes as training features for random decision forest classification of malicious and benign applications. We demonstrate that using combinations of frequently-occuring permissions in this manner significantly improves previous results, and provides true positive rates in excess of 90% while maintaining tractable false positive rates. This is true even with novel malware that is not reliably detected at the time of release by conventional anti-malware tools. In addition, the auxiliary information generated by the random decision forest algorithm provides useful insights into the key indicators of malicious activity and the functionality of the associated malware. © 2013 IEEE.","Glodek W.; Harang R.","37"
"Technique","Fuzzing","Proceedings of the 2013 IEEE Symposium on Computational Intelligence in Cyber Security, CICS 2013 - 2013 IEEE Symposium Series on Computational Intelligence, SSCI 2013","","2013","The proceedings contain 10 papers. The topics discussed include: quantifying encircling behaviour in complex networks; evolving OWA operators for cyber security decision making problems; indoor geo-fencing and access control for wireless networks; higher dimensional chaos for audio encryption; what defines an intruder? an intelligent approach; applications of computational intelligence for static software checking against memory corruption vulnerabilities; image visualization based malware detection; a novel hybrid-network intrusion detection system (H-NIDS) in cloud computing; resilient hybrid overlay model for smart grid: RHM for smart grid; and evolving indigestible codes: fuzzing interpreters with genetic programming.","","0"
"Technique","Bagging Techniques","Rule-based anti-anti-debugging system","10.1145/2513228.2513301","2013","Anti-debugging technology refers to various ways of preventing binary files from being analyzed in debuggers or other virtual machine environments. If binary files conceal or modify themself using anti-debugging techniques, analyzing these binary files becomes harder. There are some anti-anti-debugging techniques proposed so far, but malware developers make dynamic analysis difficult using various ways, such as execution time delay, debugger detection techniques and so on. In this paper, we propose a rule-based system that can avoid anti-debugging techniques in binary files, and showed several samples of anti-debugging applications and how to detect and patch anti-debugging techniques in common utilities or malicious code effectively. © 2013 Authors.","Lee J.; Kang B.; Im E.G.","5"
"Technique","Genetic Programming","Proceedings of the 2013 IEEE Symposium on Computational Intelligence in Cyber Security, CICS 2013 - 2013 IEEE Symposium Series on Computational Intelligence, SSCI 2013","","2013","The proceedings contain 10 papers. The topics discussed include: quantifying encircling behaviour in complex networks; evolving OWA operators for cyber security decision making problems; indoor geo-fencing and access control for wireless networks; higher dimensional chaos for audio encryption; what defines an intruder? an intelligent approach; applications of computational intelligence for static software checking against memory corruption vulnerabilities; image visualization based malware detection; a novel hybrid-network intrusion detection system (H-NIDS) in cloud computing; resilient hybrid overlay model for smart grid: RHM for smart grid; and evolving indigestible codes: fuzzing interpreters with genetic programming.","","0"
"Technique","Behavioral Clustering","A scalable implementation of malware detection based on network connection behaviors","10.1109/CyberC.2013.19","2013","When hundreds of thousands of applications need to be analyzed within a short period of time, existing static and dynamic malware detection methods may become less desirable because they could quickly exhaust system and human resources. Additionally, many behavioral malware detection methods may not be practical because they require the collection of applications' system-level and network-level activities, which may not always be available. In this paper, we propose a malware behavioral clustering approach to detect malware variants based on applications' simple network connection data, which can be easily collected from antivirus (AV) products. This approach is highly scalable and has been used on huge volumes of real-world data. Our experiments demonstrate that, at a false positive rate lower than 0.001%, the proposed method achieved a detection rate of 80%+ in identifying spambots and achieved a 50%+ detection rate on average when detecting 3 popular malware families. In addition, the proposed method was deployed in a real environment and it detected malware instances more than one week earlier on average than two other leading AV products. © 2013 IEEE.","Shi L.; Que J.; Zhong Z.; Meyer B.; Crenshaw P.; He Y.","4"
"Technique","Naive Bayes Classification","New Android malware detection approach using Bayesian classification","10.1109/AINA.2013.88","2013","Mobile malware has been growing in scale and complexity as smartphone usage continues to rise. Android has surpassed other mobile platforms as the most popular whilst also witnessing a dramatic increase in malware targeting the platform. A worrying trend that is emerging is the increasing sophistication of Android malware to evade detection by traditional signature-based scanners. As such, Android app marketplaces remain at risk of hosting malicious apps that could evade detection before being downloaded by unsuspecting users. Hence, in this paper we present an effective approach to alleviate this problem based on Bayesian classification models obtained from static code analysis. The models are built from a collection of code and app characteristics that provide indicators of potential malicious activities. The models are evaluated with real malware samples in the wild and results of experiments are presented to demonstrate the effectiveness of the proposed approach. © 2013 IEEE.","Suleiman Y.; Sezer S.; McWilliams G.; Muttik I.","222"
"Technique","Shape Analysis","Detection of Intrusions and Malware, and Vulnerability Assessment - 9th International Conference, DIMVA 2012, Revised Selected Papers","","2013","The proceedings contain 14 papers. The topics discussed include: using file relationships in malware classification; understanding DMA malware; large-scale analysis of malware downloaders; Juxtapp: a scalable system for detecting code reuse among Android applications; ADAM: an automatic and extensible platform to stress test android anti-virus systems; a static, packer-agnostic filter to detect similar malware samples; experiments with malware visualization; tracking memory writes for malware classification and code reuse identification; system-level support for intrusion recovery; NetGator: malware detection using program interactive challenges; SmartProxy: secure smartphone-assisted login on compromised machines; BISSAM: automatic vulnerability identification of office documents; self-organized collaboration of distributed IDS sensors; and shedding light on log correlation in network forensics analysis.","","0"
"Technique","Cross-Validation Techniques","Malware detection by text and data mining","10.1109/ICCIC.2013.6724229","2013","Cyber frauds are a major security threat to the banking industry worldwide. Malware is one of the manifestations of cyber frauds. Malware authors use Application Programming Interface (API) calls to perpetrate these crimes. In this paper, we propose a static analysis method to detect Malware based on API call sequences using text and data mining in tandem. We analyzed the dataset available at CSMINING group. First, we employed text mining to extract features from the dataset consisting a series of API calls. Further, mutual information is invoked for feature selection. Then, we resorted to over-sampling to balance the data set. Finally, we employed various data mining techniques such as Decision Tree (DT), Multi Layer Perceptron (MLP), Support Vector Machine (SVM), Probabilistic Neural Network (PNN) and Group Method for Data Handling (GMDH). We also applied One Class SVM (OCSVM). Throughout the paper, we used 10-fold cross validation technique for testing the techniques. We observed that SVM and OCSVM achieved 100% sensitivity after balancing the dataset. © 2013 IEEE.","Sundarkumar G.G.; Ravi V.","13"
"Technique","Instruction Overlapping","A new instruction overlapping technique for anti-disassembly and obfuscation of x86 binaries","10.1109/WATeR.2013.6707878","2013","The problem of correctly recovering assembly instructions from a binary has received much attention and both malware and license validation code often relies on various anti-disassembly techniques in order to complicate analysis. One well-known anti-disassembly technique is to use overlapping code such that the disassembler starts decoding from an incorrect byte, but still recovers valid code. The actual code which is supposed to be executed is instead hidden inside a decoy instruction, and is overlapped with the disassembled code. We propose and investigate a new novel anti-disassembly method that allows for exceptional flexibility in the hidden instructions, while at the same time providing a disassembled main path that is executable. This allows the approach to be very efficient against static linear sweep disassembly, but also to be more difficult to detect using dynamic analysis methods. The idea is to utilize highly redundant instructions, e.g., multibyte no-operation instructions, and embed the hidden code in the configurable portions of those instructions. By carefully selecting wrapping instructions, providing overlaps, the hidden execution path can be crafted with great flexibility. We also provide a detection-algorithm, together with testing results, for testing software such that the hidden execution path can be identified. © 2013 IEEE.","Jamthagen C.; Lantz P.; Hell M.","13"
"Technique","K-Nearest Neighbors","Mining api calls and permissions for android malware detection","10.1007/978-3-319-12280-9_13","2014","The popularity of Android platform is increasing very sharply due to the large market share of Android and openness in nature. The increased popularity is making Android an enticing target for malwares. A worrying trend that is alarming is the increasing sophistication of Android malware to evade detection by traditional signature based scanners. Several approaches have been proposed in literature for Android malware detection. However, most of them are less effective in terms of true positive rate and involves computational overheads. In this paper, we propose an effective approach to attenuate the problem of Android malware detection using static code analysis based models. The proposed models, in this paper, are built to capture features relevant to malware behaviour based on API calls as well as permissions present in various Android applications. Thereafter, models are evaluated using Naive Bayesian as well as K-Nearest Neighbour classifiers. Proposed models are able to detect real malwares in the wild and achieve an accuracy of 95.1% and true positive rate with highest value one. © Springer International Publishing Switzerland 2014.","Sharma A.; Dash S.K.","43"
"Technique","Particle Swarm Optimization","Android malware classification using static code analysis and Apriori algorithm improved with particle swarm optimization","10.1109/WICT.2014.7077314","2014","Several machine learning techniques based on supervised learning have been adopted in the classification of malware. However, only supervised learning techniques have proofed insufficient for malware classification task. This paper presents a classification of android malware using candidate detectors generated from an unsupervised association rule of Apriori algorithm improved with particle swarm optimization to train three different supervised classifiers. In this method, features were extracted from Android applications byte-code through static code analysis, selected and were used to train supervised classifiers. Using a number of candidate detectors, the true positive rate of detecting malicious code is maximized, while the false positive rate of wrongful detection is minimized. The results of the experiments show that the proposed combined technique has remarkable benefits over the detection using only supervised or unsupervised learners. © 2014 IEEE.","Adebayo O.S.; Abdulaziz N.","14"
"Technique","Multi-View Learning","Malware phylogenetics based on the multiview graphical lasso","10.1007/978-3-319-12571-8","2014","Malware phylogenetics has gained a lot of traction over the past several years. More recently, researchers have begun looking at directed acyclic graphs (DAG) to model the evolutionary relationships between samples of malware. Phylogenetic graphs offer analysts a better understanding of how malware has evolved by clearly illustrating the lineage of a given family. In this paper, we present a novel algorithm based on graphical lasso. We extend graphical lasso to incorporate multiple views, both static and dynamic, of malware. For each program family, a convex combination of the views is found such that the objective function of graphical lasso is maximized. Learning the weights of each view on a per-family basis, as opposed to treating all views as an extended feature vector, is essential in the malware domain because different families employ different obfuscation strategies which limits the information of different views. We demonstrate results on three malicious families and two benign families where the ground truth is known. © 2014 Springer International Publishing Switzerland.","Anderson B.; Lane T.; Hash C.","15"
"Technique","Mann-Whitney U Test","X-ANOVA and X-Utest features for Android malware analysis","10.1109/ICACCI.2014.6968608","2014","In this paper we proposed a static analysis framework to classify the android malware. The three different feature likely (a) opcode (b) method and (c) permissions are extracted from the each android.apk file. The dominant attributes are aggregated by modifying two different ranked feature methods such as ANOVA to Extended ANOVA (X-ANOVA) and Wann-Whiteney U-test to Extended U-Test (X-U-Test). These two statistical feature ranking methods retrieve the significant features by removing the irrelevant attributes based on their score. Accuracy of the proposed system is computed by using three different classifiers (J48, ADAboost and Random forest) as well as voted classification technique. The X-U-Test exhibits better accuracy results compared with X-ANOVA. The highest accuracy 89.36% is obtained with opcode while applying X-U-Test and X-ANOVA shows high accuracy of 87.81% in the case of method as a feature. The permission based model acquired highest accuracy in independent (90.47%) and voted (90.63%) classification model. © 2014 IEEE.","Raphael R.; Vinod P.; Omman B.","4"
"Technique","Privilege Analysis","Mobile app security analysis with the MAVeriC static analysis","","2014","The success of the mobile application model is mostly due to the ease with which new applications are uploaded by developers, distributed through the application markets (e.g. Google Play), and installed by users. Yet, the very same model is cause of serious security concerns, since users have no or little means to ascertain the trustworthiness of the applications they install on their devices. Such concerns grow up when dealing with professional scenarios like the use of mobile devices within organisations. To protect their customers, Poste Italiane has defined the Mobile Application Verification Cluster (MAVeriC), a process for the systematic security analysis of third-party mobile apps leveraging their online services (e.g. home banking, parcel tracking). MAVeriC is an ongoing project that will be completed in the next few years. At the core of the MAVeriC project lies the Static Analysis Module (SAM), a toolkit that supports automatic static analysis of mobile applications by automating a number of operations including reverse engineering, privilege analysis and automatic verification of security properties. In this paper we present the SAM that has been fully developed and tested. We introduce the functionalities of SAM through a demonstration of the platform applied to real Android applications. © 2014 Innovative Information Science and Technology Research Group. All rights reserved.","Armando A.; Bocci G.; Chiarelli G.; Costa G.; De Maglie G.; Mammoliti R.; Merlo A.","7"
"Technique","Rule-Based Scanning","Analysis of Bayesian classification-based approaches for Android malware detection","10.1049/iet-ifs.2013.0095","2014","Mobile malware has been growing in scale and complexity spurred by the unabated uptake of smartphones worldwide. Android is fast becoming the most popular mobile platform resulting in sharp increase in malware targeting the platform. Additionally, Android malware is evolving rapidly to evade detection by traditional signature-based scanning. Despite current detection measures in place, timely discovery of new malware is still a critical issue. This calls for novel approaches to mitigate the growing threat of zero-day Android malware. Hence, the authors develop and analyse proactive machine-learning approaches based on Bayesian classification aimed at uncovering unknown Android malware via static analysis. The study, which is based on a large malware sample set of majority of the existing families, demonstrates detection capabilities with high accuracy. Empirical results and comparative analysis are presented offering useful insight towards development of effective static-analytic Bayesian classification-based solutions for detecting unknown Android malware. © 2013 The Institution of Engineering and Technology.","Yerima S.Y.; Sezer S.; McWilliams G.","136"
"Technique","Data Dependency Analysis","Control dependency analyses for detecting remote control Android malware","","2014","A method is given to detect remote control Android malware using a control dependency analysis based on real-world malware characteristics. The malware is detected using dynamic taint analysis. An extended dynamic taint analysis method is used to detect remote control malware. A static analysis is used first to identify the control range of the conditional instructions, and the static instrumentation technique insered into the target application to track the control dependence. The instrumented application can then check whether the current sensitive operation depends on the tainted data at runtime. Then users can then effectively analyze and detect remote control malware. A prototype system based on the method shows that this method effectively detects real remote control malware.","Li J.; Liang B.; You W.; Wang P.; Shi W.","0"
"Technique","P2P Analysis","Droidanalyst: Synergic app framework for static and dynamic app analysis","10.1007/978-3-319-26450-9_20","2015","Evolution of mobile devices, availability of additional resources coupled with enhanced functionality has leveraged smartphone to substitute the conventional computing devices. Mobile device users have adopted smartphones for online payments, sending emails, social networking, and stores the user sensitive information. The ever increasing mobile devices has attracted malware authors and cybercriminals to target mobile platforms. Android, the most popular open source mobile OS is being targeted by the malware writers. In particular, less monitored third party markets are being used as infection and propagation sources. Given the threats posed by the increasing number of malicious apps, security researchersmust be able to analyze the malware quickly and efficiently; this may not be feasible with the manual analysis. Hence, automated analysis techniques for app vetting and malware detection are necessary. In this chapter, we present DroidAnalyst, a novel automated app vetting and malware analysis framework that integrates the synergy of static and dynamic analysis to improve accuracy and efficiency of analysis. DroidAnalyst generates a unified analysis model that combines the strengths of the complementary approaches with multiple detection methods, to increase the app code analysis. We have evaluated our proposed solution DroidAnalyst against a reasonable dataset consisting real-world benign and malware apps. © Springer International Publishing Switzerland 2016.","Faruki P.; Bhandari S.; Laxmi V.; Gaur M.; Conti M.","19"
"Technique","Network Traffic Analysis","A real-time android malware detection system based on network traffic analysis","10.1007/978-3-319-27137-8_37","2015","Mobile devices are everywhere nowadays, such as mobile phone, mobile tablets. Meanwhile, various malwares on mobile terminals are emerging one after another, especially on the open-source Android system. Traditional detection schemes are based on static method or dynamic method. In recent years, industry and academia have paid close attention to the detection mechanisms using network behaviors to identify the malware. In this paper, we design a real-time Android mal- ware detection system based on network traffic analysis, which includes a training model and a real-time detection model. By training over the mal- ware traffic using the training model, we find that 76.33% DNS queries and 45.39% HTTP requests are all malicious. We set up a real-time scanning service based on the malicious URLs that are captured in the training model, which is the core of the real-time detection model. By performing malware detection using the established real-time detection model, we show that the detection rate using the real-time scanning ser- vice is much higher than the integrated service. Meanwhile, the detection rate will further improve by integrating more third-party scanning ser- vices into our system. © Springer International Publishing Switzerland 2015.","Han H.; Chen Z.; Yan Q.; Peng L.; Zhang L.","9"
"Technique","Principal Component Analysis","Singular value decomposition and metamorphic detection","10.1007/s11416-014-0220-0","2015","Metamorphic malware changes its internal structure with each infection, while maintaining its original functionality. Such malware can be difficult to detect, particularly using static analysis, since there may be no common signature across infections. In this paper, we apply a score based on Singular Value Decomposition (SVD) to the challenging problem of metamorphic detection. SVD, which can be viewed as a specific implementation of Principal Component Analysis, is a linear algebraic technique that is applicable to the wide range of problems where eigenvector analysis is useful. Previous research has shown that an eigenvector-based score derived from the facial recognition problem yields good results when applied to metamorphic malware detection. In this paper, we reconsider these previous results in the context of SVD, and we outline a strategy to defeat such a detection scheme. © 2014, Springer-Verlag France.","Jidigam R.K.; Austin T.H.; Stamp M.","27"
"Technique","Machine Learning Classification","Smart malware detection on Android","10.1002/sec.1340","2015","Nowadays, because of its increased popularity, Android is target to a growing number of attacks and malicious applications, with the purpose of stealing private information and consuming credit by subscribing to premium services. Most of the current commercial antivirus solutions use static signatures for malware detection, which may fail to detect different variants of the same malware and zero-day attacks. In this paper, we present a behavior-based, dynamic analysis security solution, called Android Malware Detection System, for detecting both well-known and zero-day malware. The proposed solution uses a machine learning classifier in order to differentiate between the behaviors of legitimate and malicious applications. In addition, it uses the application statistics for determining its reputation. The final decision is based on a combination of the classifier's result and the application reputation. The solution includes a unique and extensive set of data collectors, which gather application-specific data that describe the behavior of the monitored application. We evaluated our solution on a set of legitimate and malicious applications and obtained a high accuracy of 0.985. Our system is able to detect zero-day malware samples that are not detected by current commercial solutions. Our solution outperforms other similar solutions running on mobile devices. © 2015 John Wiley & Sons, Ltd.","Gheorghe L.; Marin B.; Gibson G.; Mogosanu L.; Deaconescu R.; Voiculescu V.-G.; Carabas M.","19"
"Technique","Input Transformation","Stealth attacks: An extended insight into the obfuscation effects on Android malware","10.1016/j.cose.2015.02.007","2015","In order to effectively evade anti-malware solutions, Android malware authors are progressively resorting to automatic obfuscation strategies. Recent works have shown, on small-scale experiments, the possibility of evading anti-malware engines by applying simple obfuscation transformations on previously detected malware samples. In this paper, we provide a large-scale experiment in which the detection performances of a high number of anti-malware solutions are tested against two different sets of malware samples that have been obfuscated according to different strategies. Moreover, we show that anti-malware engines search for possible malicious content inside assets and entry-point classes. We also provide a temporal analysis of the detection performances of anti-malware engines to verify if their resilience has improved since 2013. Finally, we show how, by manipulating the area of the Android executable that contains the strings used by the application, it is possible to deceive anti-malware engines so that they will identify legitimate samples as malware. On one hand, the attained results show that anti-malware systems have improved their resilience against trivial obfuscation techniques. On the other hand, more complex changes to the application executable have proved to be still effective against detection. Thus, we claim that a deeper static (or dynamic) analysis of the application is needed to improve the robustness of such systems. © 2015 Elsevier Ltd. All rights reserved.","Maiorca D.; Ariu D.; Corona I.; Aresu M.; Giacinto G.","142"
"Technique","Chi-Square Test","Detecting mobile malware with TMSVM","10.1007/978-3-319-23829-6_35","2015","With the rapid development of Android devices, mobile malware in Android becomes more prevalent. Therefore, it is rather important to develop an effective model for malware detection. Permissions, system calls, and control flow graphs have been proved to be important features in detection. In this paper, we utilize both static and dynamic strategies with a text classification method, TMSVM, to identify the mobile malware in these three aspects. At first, features have to be selected. Since the sum of control flow graphs is very large, Chi-Square method is used to get the key graphs. Then features are transformed into vectors and TMSVM is subsequently applied to get the classification result. In the static method, we firstly analyze permissions and control flow graphs respectively and then think of the combination of them. In the dynamic method, the system calls are considered. At last, based on the results of the static method and dynamic method, a hybrid classification model of three layers classification is proposed. Compared with the other methods, our method increases the TPR and decreases the FPR. © Institute for Computer Sciences, Social Informatics and Telecommunications Engineering 2015.","Xiao X.; Xiao X.; Jiang Y.; Li Q.","2"
"Technique","Rogue Security Software","An automated virtual security testing platform for android mobile apps","10.1109/MOBISECSERV.2015.7072877","2015","This paper proposes an automated virtual security testing platform for Android mobile apps. The testing platform includes three key components: customizing Android OS to include mobile app trace information, creating a virtual testing platform using the customized OS, and developing static and dynamic analyzing techniques for mobile malware detection. The proposed testing platform is a server-side malware detection solution. It can utilize both static and dynamic analysis and is a good compensation to the client-side mobile security software. © 2015 IEEE.","Wang Y.","4"
